engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
numpy,0,64,64,21782,24997,30045,3916647,16340.507582123179,10,1.0,1.0
numpy,1,64,64,21322,26610,29675,3757599,17032.15271241024,10,1.0,1.0
numpy,2,64,64,21242,23335,23716,3775375,16951.958414727014,10,1.0,1.0
