run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,93645,105858,113632,6688290,9568.963068288007,1,true
1,64,64,92984,102251,104205,6514726,9823.897428686947,1,true
2,64,64,93284,99716,102612,6462868,9902.724301347327,1,true
