system,eligible,repetition,ordinal,query,latency_ns_e2e
qenlo_cuda_buffered_prototype,10000,0,50,67,143873
qenlo_cuda_buffered_prototype,10000,0,51,74,144781
qenlo_cuda_buffered_prototype,10000,0,52,34,145130
qenlo_cuda_buffered_prototype,10000,0,53,44,138146
qenlo_cuda_buffered_prototype,10000,0,54,55,139124
qenlo_cuda_buffered_prototype,10000,0,55,99,134445
qenlo_cuda_buffered_prototype,10000,0,56,13,134864
qenlo_cuda_buffered_prototype,10000,0,57,22,135283
qenlo_cuda_buffered_prototype,10000,0,58,88,136191
qenlo_cuda_buffered_prototype,10000,0,59,61,135213
qenlo_cuda_buffered_prototype,10000,0,60,27,140941
qenlo_cuda_buffered_prototype,10000,0,61,1,147575
qenlo_cuda_buffered_prototype,10000,0,62,9,144292
qenlo_cuda_buffered_prototype,10000,0,63,47,136191
qenlo_cuda_buffered_prototype,10000,0,64,43,136610
qenlo_cuda_buffered_prototype,10000,0,65,14,143245
qenlo_cuda_buffered_prototype,10000,0,66,82,134934
qenlo_cuda_buffered_prototype,10000,0,67,31,144432
qenlo_cuda_buffered_prototype,10000,0,68,35,151417
qenlo_cuda_buffered_prototype,10000,0,69,33,136261
qenlo_cuda_buffered_prototype,10000,0,70,90,133886
qenlo_cuda_buffered_prototype,10000,0,71,79,144781
qenlo_cuda_buffered_prototype,10000,0,72,81,143873
qenlo_cuda_buffered_prototype,10000,0,73,93,143454
qenlo_cuda_buffered_prototype,10000,0,74,92,143315
qenlo_cuda_buffered_prototype,10000,0,75,98,146248
qenlo_cuda_buffered_prototype,10000,0,76,73,143874
qenlo_cuda_buffered_prototype,10000,0,77,84,134794
qenlo_cuda_buffered_prototype,10000,0,78,62,141848
qenlo_cuda_buffered_prototype,10000,0,79,69,135842
qenlo_cuda_buffered_prototype,10000,0,80,37,136749
qenlo_cuda_buffered_prototype,10000,0,81,80,149950
qenlo_cuda_buffered_prototype,10000,0,82,70,136261
qenlo_cuda_buffered_prototype,10000,0,83,63,144222
qenlo_cuda_buffered_prototype,10000,0,84,48,145200
qenlo_cuda_buffered_prototype,10000,0,85,66,136261
qenlo_cuda_buffered_prototype,10000,0,86,26,144293
qenlo_cuda_buffered_prototype,10000,0,87,83,147575
qenlo_cuda_buffered_prototype,10000,0,88,86,139125
qenlo_cuda_buffered_prototype,10000,0,89,46,136331
qenlo_cuda_buffered_prototype,10000,0,90,72,144363
qenlo_cuda_buffered_prototype,10000,0,91,24,144852
qenlo_cuda_buffered_prototype,10000,0,92,57,135422
qenlo_cuda_buffered_prototype,10000,0,93,65,137308
qenlo_cuda_buffered_prototype,10000,0,94,8,155677
qenlo_cuda_buffered_prototype,10000,0,95,78,147575
qenlo_cuda_buffered_prototype,10000,0,96,0,136680
qenlo_cuda_buffered_prototype,10000,0,97,96,135283
qenlo_cuda_buffered_prototype,10000,0,98,5,145200
qenlo_cuda_buffered_prototype,10000,0,99,2,134864
faiss_gpu_flat_ip,10000,0,0,91,140102
faiss_gpu_flat_ip,10000,0,1,71,126833
faiss_gpu_flat_ip,10000,0,2,32,124388
faiss_gpu_flat_ip,10000,0,3,36,129626
faiss_gpu_flat_ip,10000,0,4,19,126832
faiss_gpu_flat_ip,10000,0,5,85,126343
faiss_gpu_flat_ip,10000,0,6,45,126273
faiss_gpu_flat_ip,10000,0,7,42,130604
faiss_gpu_flat_ip,10000,0,8,49,118800
faiss_gpu_flat_ip,10000,0,9,4,127251
faiss_gpu_flat_ip,10000,0,10,39,128159
faiss_gpu_flat_ip,10000,0,11,77,120617
faiss_gpu_flat_ip,10000,0,12,18,127251
faiss_gpu_flat_ip,10000,0,13,89,120686
faiss_gpu_flat_ip,10000,0,14,6,124877
faiss_gpu_flat_ip,10000,0,15,16,125785
faiss_gpu_flat_ip,10000,0,16,59,124947
faiss_gpu_flat_ip,10000,0,17,54,126833
faiss_gpu_flat_ip,10000,0,18,56,122991
faiss_gpu_flat_ip,10000,0,19,87,127740
faiss_gpu_flat_ip,10000,0,20,12,125715
faiss_gpu_flat_ip,10000,0,21,50,120198
faiss_gpu_flat_ip,10000,0,22,11,118311
faiss_gpu_flat_ip,10000,0,23,40,119219
faiss_gpu_flat_ip,10000,0,24,76,127740
faiss_gpu_flat_ip,10000,0,25,51,136680
faiss_gpu_flat_ip,10000,0,26,3,132490
faiss_gpu_flat_ip,10000,0,27,68,128230
faiss_gpu_flat_ip,10000,0,28,60,125925
faiss_gpu_flat_ip,10000,0,29,38,118731
faiss_gpu_flat_ip,10000,0,30,53,127740
faiss_gpu_flat_ip,10000,0,31,95,126833
faiss_gpu_flat_ip,10000,0,32,10,133887
faiss_gpu_flat_ip,10000,0,33,41,130115
faiss_gpu_flat_ip,10000,0,34,97,120617
faiss_gpu_flat_ip,10000,0,35,20,130045
faiss_gpu_flat_ip,10000,0,36,17,124877
faiss_gpu_flat_ip,10000,0,37,30,119289
faiss_gpu_flat_ip,10000,0,38,94,119219
faiss_gpu_flat_ip,10000,0,39,23,126413
faiss_gpu_flat_ip,10000,0,40,58,127321
faiss_gpu_flat_ip,10000,0,41,64,128718
faiss_gpu_flat_ip,10000,0,42,25,127251
faiss_gpu_flat_ip,10000,0,43,75,127670
faiss_gpu_flat_ip,10000,0,44,52,125366
faiss_gpu_flat_ip,10000,0,45,29,127251
faiss_gpu_flat_ip,10000,0,46,21,121105
faiss_gpu_flat_ip,10000,0,47,7,126832
faiss_gpu_flat_ip,10000,0,48,15,122991
faiss_gpu_flat_ip,10000,0,49,28,120687
faiss_gpu_flat_ip,10000,0,50,67,125436
faiss_gpu_flat_ip,10000,0,51,74,124388
faiss_gpu_flat_ip,10000,0,52,34,125924
faiss_gpu_flat_ip,10000,0,53,44,125784
faiss_gpu_flat_ip,10000,0,54,55,126762
faiss_gpu_flat_ip,10000,0,55,99,126343
faiss_gpu_flat_ip,10000,0,56,13,141429
faiss_gpu_flat_ip,10000,0,57,22,119290
faiss_gpu_flat_ip,10000,0,58,88,125366
faiss_gpu_flat_ip,10000,0,59,61,125296
faiss_gpu_flat_ip,10000,0,60,27,116356
faiss_gpu_flat_ip,10000,0,61,1,125715
faiss_gpu_flat_ip,10000,0,62,9,118382
faiss_gpu_flat_ip,10000,0,63,47,133398
faiss_gpu_flat_ip,10000,0,64,43,130045
faiss_gpu_flat_ip,10000,0,65,14,120198
faiss_gpu_flat_ip,10000,0,66,82,125366
faiss_gpu_flat_ip,10000,0,67,31,124877
faiss_gpu_flat_ip,10000,0,68,35,125365
faiss_gpu_flat_ip,10000,0,69,33,127251
faiss_gpu_flat_ip,10000,0,70,90,127321
faiss_gpu_flat_ip,10000,0,71,79,121175
faiss_gpu_flat_ip,10000,0,72,81,129137
faiss_gpu_flat_ip,10000,0,73,93,118800
faiss_gpu_flat_ip,10000,0,74,92,125366
faiss_gpu_flat_ip,10000,0,75,98,126832
faiss_gpu_flat_ip,10000,0,76,73,125366
faiss_gpu_flat_ip,10000,0,77,84,121594
faiss_gpu_flat_ip,10000,0,78,62,127181
faiss_gpu_flat_ip,10000,0,79,69,121524
faiss_gpu_flat_ip,10000,0,80,37,129556
faiss_gpu_flat_ip,10000,0,81,80,126273
faiss_gpu_flat_ip,10000,0,82,70,119219
faiss_gpu_flat_ip,10000,0,83,63,130045
faiss_gpu_flat_ip,10000,0,84,48,123968
faiss_gpu_flat_ip,10000,0,85,66,122991
faiss_gpu_flat_ip,10000,0,86,26,119220
faiss_gpu_flat_ip,10000,0,87,83,130604
faiss_gpu_flat_ip,10000,0,88,86,128648
faiss_gpu_flat_ip,10000,0,89,46,117403
faiss_gpu_flat_ip,10000,0,90,72,125366
faiss_gpu_flat_ip,10000,0,91,24,124947
faiss_gpu_flat_ip,10000,0,92,57,125365
faiss_gpu_flat_ip,10000,0,93,65,125854
faiss_gpu_flat_ip,10000,0,94,8,124877
faiss_gpu_flat_ip,10000,0,95,78,132978
faiss_gpu_flat_ip,10000,0,96,0,118801
faiss_gpu_flat_ip,10000,0,97,96,127671
faiss_gpu_flat_ip,10000,0,98,5,125855
faiss_gpu_flat_ip,10000,0,99,2,127321
faiss_gpu_flat_ip,10000,1,0,29,131512
faiss_gpu_flat_ip,10000,1,1,18,127741
faiss_gpu_flat_ip,10000,1,2,90,126832
faiss_gpu_flat_ip,10000,1,3,14,121664
faiss_gpu_flat_ip,10000,1,4,78,120616
faiss_gpu_flat_ip,10000,1,5,1,132001
faiss_gpu_flat_ip,10000,1,6,98,126274
faiss_gpu_flat_ip,10000,1,7,33,127251
faiss_gpu_flat_ip,10000,1,8,57,125924
faiss_gpu_flat_ip,10000,1,9,30,125366
faiss_gpu_flat_ip,10000,1,10,83,126344
faiss_gpu_flat_ip,10000,1,11,74,120198
faiss_gpu_flat_ip,10000,1,12,73,124877
faiss_gpu_flat_ip,10000,1,13,51,120197
faiss_gpu_flat_ip,10000,1,14,26,125925
faiss_gpu_flat_ip,10000,1,15,35,127740
faiss_gpu_flat_ip,10000,1,16,38,125785
faiss_gpu_flat_ip,10000,1,17,75,125436
faiss_gpu_flat_ip,10000,1,18,91,122572
faiss_gpu_flat_ip,10000,1,19,65,129626
faiss_gpu_flat_ip,10000,1,20,47,125925
faiss_gpu_flat_ip,10000,1,21,54,117264
faiss_gpu_flat_ip,10000,1,22,69,125435
faiss_gpu_flat_ip,10000,1,23,58,125855
faiss_gpu_flat_ip,10000,1,24,88,128788
faiss_gpu_flat_ip,10000,1,25,82,125855
faiss_gpu_flat_ip,10000,1,26,92,140033
faiss_gpu_flat_ip,10000,1,27,22,119709
faiss_gpu_flat_ip,10000,1,28,5,124458
faiss_gpu_flat_ip,10000,1,29,20,127321
faiss_gpu_flat_ip,10000,1,30,72,125785
faiss_gpu_flat_ip,10000,1,31,53,127810
faiss_gpu_flat_ip,10000,1,32,77,126273
faiss_gpu_flat_ip,10000,1,33,21,127181
faiss_gpu_flat_ip,10000,1,34,41,129626
faiss_gpu_flat_ip,10000,1,35,49,116426
faiss_gpu_flat_ip,10000,1,36,61,126343
faiss_gpu_flat_ip,10000,1,37,60,125365
faiss_gpu_flat_ip,10000,1,38,32,117823
faiss_gpu_flat_ip,10000,1,39,10,126762
faiss_gpu_flat_ip,10000,1,40,76,124458
faiss_gpu_flat_ip,10000,1,41,93,118242
faiss_gpu_flat_ip,10000,1,42,70,119638
faiss_gpu_flat_ip,10000,1,43,55,131511
faiss_gpu_flat_ip,10000,1,44,63,126832
faiss_gpu_flat_ip,10000,1,45,80,128649
faiss_gpu_flat_ip,10000,1,46,59,125855
faiss_gpu_flat_ip,10000,1,47,67,127321
faiss_gpu_flat_ip,10000,1,48,95,118731
faiss_gpu_flat_ip,10000,1,49,97,117893
faiss_gpu_flat_ip,10000,1,50,24,127810
faiss_gpu_flat_ip,10000,1,51,42,124458
faiss_gpu_flat_ip,10000,1,52,48,125435
faiss_gpu_flat_ip,10000,1,53,25,124876
faiss_gpu_flat_ip,10000,1,54,8,119709
faiss_gpu_flat_ip,10000,1,55,11,117823
faiss_gpu_flat_ip,10000,1,56,37,126274
faiss_gpu_flat_ip,10000,1,57,85,125924
faiss_gpu_flat_ip,10000,1,58,4,128229
faiss_gpu_flat_ip,10000,1,59,52,126344
faiss_gpu_flat_ip,10000,1,60,27,117334
faiss_gpu_flat_ip,10000,1,61,99,125435
faiss_gpu_flat_ip,10000,1,62,9,124387
faiss_gpu_flat_ip,10000,1,63,13,128160
faiss_gpu_flat_ip,10000,1,64,62,124388
faiss_gpu_flat_ip,10000,1,65,6,137308
faiss_gpu_flat_ip,10000,1,66,68,124876
faiss_gpu_flat_ip,10000,1,67,46,123410
faiss_gpu_flat_ip,10000,1,68,2,127182
faiss_gpu_flat_ip,10000,1,69,31,124947
faiss_gpu_flat_ip,10000,1,70,94,124387
faiss_gpu_flat_ip,10000,1,71,43,124877
faiss_gpu_flat_ip,10000,1,72,3,141429
faiss_gpu_flat_ip,10000,1,73,50,121664
faiss_gpu_flat_ip,10000,1,74,71,125855
faiss_gpu_flat_ip,10000,1,75,66,128089
faiss_gpu_flat_ip,10000,1,76,28,127670
faiss_gpu_flat_ip,10000,1,77,17,118870
faiss_gpu_flat_ip,10000,1,78,40,118242
faiss_gpu_flat_ip,10000,1,79,81,125366
faiss_gpu_flat_ip,10000,1,80,19,122084
faiss_gpu_flat_ip,10000,1,81,34,123969
faiss_gpu_flat_ip,10000,1,82,84,130115
faiss_gpu_flat_ip,10000,1,83,15,126274
faiss_gpu_flat_ip,10000,1,84,36,125855
faiss_gpu_flat_ip,10000,1,85,39,118312
faiss_gpu_flat_ip,10000,1,86,12,125925
faiss_gpu_flat_ip,10000,1,87,96,126274
faiss_gpu_flat_ip,10000,1,88,0,126763
faiss_gpu_flat_ip,10000,1,89,89,121595
faiss_gpu_flat_ip,10000,1,90,86,128229
faiss_gpu_flat_ip,10000,1,91,7,127810
faiss_gpu_flat_ip,10000,1,92,79,127251
faiss_gpu_flat_ip,10000,1,93,87,126693
faiss_gpu_flat_ip,10000,1,94,23,124387
faiss_gpu_flat_ip,10000,1,95,16,127251
faiss_gpu_flat_ip,10000,1,96,64,125924
faiss_gpu_flat_ip,10000,1,97,56,120267
faiss_gpu_flat_ip,10000,1,98,44,125296
faiss_gpu_flat_ip,10000,1,99,45,125854
qenlo_cuda_buffered_prototype,10000,1,0,29,158890
qenlo_cuda_buffered_prototype,10000,1,1,18,139544
qenlo_cuda_buffered_prototype,10000,1,2,90,140941
qenlo_cuda_buffered_prototype,10000,1,3,14,146667
qenlo_cuda_buffered_prototype,10000,1,4,78,147645
qenlo_cuda_buffered_prototype,10000,1,5,1,143874
qenlo_cuda_buffered_prototype,10000,1,6,98,145270
qenlo_cuda_buffered_prototype,10000,1,7,33,136330
qenlo_cuda_buffered_prototype,10000,1,8,57,137309
qenlo_cuda_buffered_prototype,10000,1,9,30,144363
qenlo_cuda_buffered_prototype,10000,1,10,83,141919
qenlo_cuda_buffered_prototype,10000,1,11,74,144223
qenlo_cuda_buffered_prototype,10000,1,12,73,141010
qenlo_cuda_buffered_prototype,10000,1,13,51,142896
qenlo_cuda_buffered_prototype,10000,1,14,26,142337
qenlo_cuda_buffered_prototype,10000,1,15,35,143384
qenlo_cuda_buffered_prototype,10000,1,16,38,143315
qenlo_cuda_buffered_prototype,10000,1,17,75,144292
qenlo_cuda_buffered_prototype,10000,1,18,91,152394
qenlo_cuda_buffered_prototype,10000,1,19,65,133467
qenlo_cuda_buffered_prototype,10000,1,20,47,135283
qenlo_cuda_buffered_prototype,10000,1,21,54,148064
qenlo_cuda_buffered_prototype,10000,1,22,69,133886
qenlo_cuda_buffered_prototype,10000,1,23,58,190248
qenlo_cuda_buffered_prototype,10000,1,24,88,137658
qenlo_cuda_buffered_prototype,10000,1,25,82,135283
qenlo_cuda_buffered_prototype,10000,1,26,92,141918
qenlo_cuda_buffered_prototype,10000,1,27,22,132978
qenlo_cuda_buffered_prototype,10000,1,28,5,142826
qenlo_cuda_buffered_prototype,10000,1,29,20,142338
qenlo_cuda_buffered_prototype,10000,1,30,72,142896
qenlo_cuda_buffered_prototype,10000,1,31,53,145690
qenlo_cuda_buffered_prototype,10000,1,32,77,141429
qenlo_cuda_buffered_prototype,10000,1,33,21,130603
qenlo_cuda_buffered_prototype,10000,1,34,41,142407
qenlo_cuda_buffered_prototype,10000,1,35,49,150369
qenlo_cuda_buffered_prototype,10000,1,36,61,142057
qenlo_cuda_buffered_prototype,10000,1,37,60,142896
qenlo_cuda_buffered_prototype,10000,1,38,32,137588
qenlo_cuda_buffered_prototype,10000,1,39,10,142407
qenlo_cuda_buffered_prototype,10000,1,40,76,133886
qenlo_cuda_buffered_prototype,10000,1,41,93,144712
qenlo_cuda_buffered_prototype,10000,1,42,70,140521
qenlo_cuda_buffered_prototype,10000,1,43,55,133956
qenlo_cuda_buffered_prototype,10000,1,44,63,143803
qenlo_cuda_buffered_prototype,10000,1,45,80,137658
qenlo_cuda_buffered_prototype,10000,1,46,59,142896
qenlo_cuda_buffered_prototype,10000,1,47,67,141010
qenlo_cuda_buffered_prototype,10000,1,48,95,133886
qenlo_cuda_buffered_prototype,10000,1,49,97,141988
qenlo_cuda_buffered_prototype,10000,1,50,24,141499
qenlo_cuda_buffered_prototype,10000,1,51,42,142896
qenlo_cuda_buffered_prototype,10000,1,52,48,145340
qenlo_cuda_buffered_prototype,10000,1,53,25,141987
qenlo_cuda_buffered_prototype,10000,1,54,8,141918
qenlo_cuda_buffered_prototype,10000,1,55,11,133398
qenlo_cuda_buffered_prototype,10000,1,56,37,134375
qenlo_cuda_buffered_prototype,10000,1,57,85,149950
qenlo_cuda_buffered_prototype,10000,1,58,4,139125
qenlo_cuda_buffered_prototype,10000,1,59,52,137658
qenlo_cuda_buffered_prototype,10000,1,60,27,146667
qenlo_cuda_buffered_prototype,10000,1,61,99,133956
qenlo_cuda_buffered_prototype,10000,1,62,9,142477
qenlo_cuda_buffered_prototype,10000,1,63,13,138217
qenlo_cuda_buffered_prototype,10000,1,64,62,143874
qenlo_cuda_buffered_prototype,10000,1,65,6,155676
qenlo_cuda_buffered_prototype,10000,1,66,68,146667
qenlo_cuda_buffered_prototype,10000,1,67,46,136680
qenlo_cuda_buffered_prototype,10000,1,68,2,135772
qenlo_cuda_buffered_prototype,10000,1,69,31,144712
qenlo_cuda_buffered_prototype,10000,1,70,94,152255
qenlo_cuda_buffered_prototype,10000,1,71,43,152324
qenlo_cuda_buffered_prototype,10000,1,72,3,144782
qenlo_cuda_buffered_prototype,10000,1,73,50,133398
qenlo_cuda_buffered_prototype,10000,1,74,71,142477
qenlo_cuda_buffered_prototype,10000,1,75,66,133886
qenlo_cuda_buffered_prototype,10000,1,76,28,132979
qenlo_cuda_buffered_prototype,10000,1,77,17,133956
qenlo_cuda_buffered_prototype,10000,1,78,40,134305
qenlo_cuda_buffered_prototype,10000,1,79,81,146178
qenlo_cuda_buffered_prototype,10000,1,80,19,144293
qenlo_cuda_buffered_prototype,10000,1,81,34,142896
qenlo_cuda_buffered_prototype,10000,1,82,84,133886
qenlo_cuda_buffered_prototype,10000,1,83,15,139125
qenlo_cuda_buffered_prototype,10000,1,84,36,149950
qenlo_cuda_buffered_prototype,10000,1,85,39,141849
qenlo_cuda_buffered_prototype,10000,1,86,12,144363
qenlo_cuda_buffered_prototype,10000,1,87,96,134934
qenlo_cuda_buffered_prototype,10000,1,88,0,133886
qenlo_cuda_buffered_prototype,10000,1,89,89,141919
qenlo_cuda_buffered_prototype,10000,1,90,86,134305
qenlo_cuda_buffered_prototype,10000,1,91,7,141918
qenlo_cuda_buffered_prototype,10000,1,92,79,142896
qenlo_cuda_buffered_prototype,10000,1,93,87,136819
qenlo_cuda_buffered_prototype,10000,1,94,23,141988
qenlo_cuda_buffered_prototype,10000,1,95,16,133887
qenlo_cuda_buffered_prototype,10000,1,96,64,142407
qenlo_cuda_buffered_prototype,10000,1,97,56,141918
qenlo_cuda_buffered_prototype,10000,1,98,44,136750
qenlo_cuda_buffered_prototype,10000,1,99,45,140102
qenlo_cuda_buffered_prototype,10000,2,0,52,147156
qenlo_cuda_buffered_prototype,10000,2,1,24,137239
qenlo_cuda_buffered_prototype,10000,2,2,93,356331
qenlo_cuda_buffered_prototype,10000,2,3,58,148483
qenlo_cuda_buffered_prototype,10000,2,4,31,167061
qenlo_cuda_buffered_prototype,10000,2,5,85,154140
qenlo_cuda_buffered_prototype,10000,2,6,75,148553
qenlo_cuda_buffered_prototype,10000,2,7,70,140032
qenlo_cuda_buffered_prototype,10000,2,8,73,148972
qenlo_cuda_buffered_prototype,10000,2,9,4,147575
qenlo_cuda_buffered_prototype,10000,2,10,92,165106
qenlo_cuda_buffered_prototype,10000,2,11,65,141499
qenlo_cuda_buffered_prototype,10000,2,12,49,153233
qenlo_cuda_buffered_prototype,10000,2,13,66,138705
qenlo_cuda_buffered_prototype,10000,2,14,72,139544
qenlo_cuda_buffered_prototype,10000,2,15,84,138565
qenlo_cuda_buffered_prototype,10000,2,16,67,154210
qenlo_cuda_buffered_prototype,10000,2,17,64,147575
qenlo_cuda_buffered_prototype,10000,2,18,28,135353
qenlo_cuda_buffered_prototype,10000,2,19,50,139544
qenlo_cuda_buffered_prototype,10000,2,20,35,144293
qenlo_cuda_buffered_prototype,10000,2,21,25,144851
qenlo_cuda_buffered_prototype,10000,2,22,61,137238
qenlo_cuda_buffered_prototype,10000,2,23,7,145759
qenlo_cuda_buffered_prototype,10000,2,24,12,148553
qenlo_cuda_buffered_prototype,10000,2,25,19,145131
qenlo_cuda_buffered_prototype,10000,2,26,10,147087
qenlo_cuda_buffered_prototype,10000,2,27,9,144781
qenlo_cuda_buffered_prototype,10000,2,28,5,146178
qenlo_cuda_buffered_prototype,10000,2,29,60,140032
qenlo_cuda_buffered_prototype,10000,2,30,30,150020
qenlo_cuda_buffered_prototype,10000,2,31,41,149042
qenlo_cuda_buffered_prototype,10000,2,32,16,138146
qenlo_cuda_buffered_prototype,10000,2,33,79,293265
qenlo_cuda_buffered_prototype,10000,2,34,32,138216
qenlo_cuda_buffered_prototype,10000,2,35,27,138216
qenlo_cuda_buffered_prototype,10000,2,36,37,159518
qenlo_cuda_buffered_prototype,10000,2,37,69,137727
qenlo_cuda_buffered_prototype,10000,2,38,11,142407
qenlo_cuda_buffered_prototype,10000,2,39,43,138147
qenlo_cuda_buffered_prototype,10000,2,40,57,148134
qenlo_cuda_buffered_prototype,10000,2,41,56,145690
qenlo_cuda_buffered_prototype,10000,2,42,62,149531
qenlo_cuda_buffered_prototype,10000,2,43,59,149949
qenlo_cuda_buffered_prototype,10000,2,44,98,148553
qenlo_cuda_buffered_prototype,10000,2,45,95,138147
qenlo_cuda_buffered_prototype,10000,2,46,2,138705
qenlo_cuda_buffered_prototype,10000,2,47,1,146249
qenlo_cuda_buffered_prototype,10000,2,48,3,137169
qenlo_cuda_buffered_prototype,10000,2,49,90,143245
qenlo_cuda_buffered_prototype,10000,2,50,22,142407
qenlo_cuda_buffered_prototype,10000,2,51,89,148064
qenlo_cuda_buffered_prototype,10000,2,52,81,147226
qenlo_cuda_buffered_prototype,10000,2,53,83,144851
qenlo_cuda_buffered_prototype,10000,2,54,55,137168
qenlo_cuda_buffered_prototype,10000,2,55,63,144362
qenlo_cuda_buffered_prototype,10000,2,56,18,173137
qenlo_cuda_buffered_prototype,10000,2,57,86,140033
qenlo_cuda_buffered_prototype,10000,2,58,77,139963
qenlo_cuda_buffered_prototype,10000,2,59,45,137727
qenlo_cuda_buffered_prototype,10000,2,60,47,141499
qenlo_cuda_buffered_prototype,10000,2,61,36,146109
qenlo_cuda_buffered_prototype,10000,2,62,0,168318
qenlo_cuda_buffered_prototype,10000,2,63,40,141359
qenlo_cuda_buffered_prototype,10000,2,64,14,144293
qenlo_cuda_buffered_prototype,10000,2,65,6,145620
qenlo_cuda_buffered_prototype,10000,2,66,97,144292
qenlo_cuda_buffered_prototype,10000,2,67,80,138077
qenlo_cuda_buffered_prototype,10000,2,68,96,136680
qenlo_cuda_buffered_prototype,10000,2,69,44,140451
qenlo_cuda_buffered_prototype,10000,2,70,21,132489
qenlo_cuda_buffered_prototype,10000,2,71,88,136261
qenlo_cuda_buffered_prototype,10000,2,72,26,147156
qenlo_cuda_buffered_prototype,10000,2,73,68,145271
qenlo_cuda_buffered_prototype,10000,2,74,8,146668
qenlo_cuda_buffered_prototype,10000,2,75,48,146179
qenlo_cuda_buffered_prototype,10000,2,76,39,147645
qenlo_cuda_buffered_prototype,10000,2,77,46,144223
qenlo_cuda_buffered_prototype,10000,2,78,78,148064
qenlo_cuda_buffered_prototype,10000,2,79,33,137239
qenlo_cuda_buffered_prototype,10000,2,80,91,146178
qenlo_cuda_buffered_prototype,10000,2,81,94,155188
qenlo_cuda_buffered_prototype,10000,2,82,29,138147
qenlo_cuda_buffered_prototype,10000,2,83,23,168458
qenlo_cuda_buffered_prototype,10000,2,84,82,138566
qenlo_cuda_buffered_prototype,10000,2,85,20,146737
qenlo_cuda_buffered_prototype,10000,2,86,53,148134
qenlo_cuda_buffered_prototype,10000,2,87,99,139054
qenlo_cuda_buffered_prototype,10000,2,88,13,143804
qenlo_cuda_buffered_prototype,10000,2,89,71,146178
qenlo_cuda_buffered_prototype,10000,2,90,74,148553
qenlo_cuda_buffered_prototype,10000,2,91,34,146667
qenlo_cuda_buffered_prototype,10000,2,92,76,139125
qenlo_cuda_buffered_prototype,10000,2,93,51,139125
qenlo_cuda_buffered_prototype,10000,2,94,38,145690
qenlo_cuda_buffered_prototype,10000,2,95,87,138566
qenlo_cuda_buffered_prototype,10000,2,96,17,141359
qenlo_cuda_buffered_prototype,10000,2,97,15,152883
qenlo_cuda_buffered_prototype,10000,2,98,54,147645
qenlo_cuda_buffered_prototype,10000,2,99,42,146249
faiss_gpu_flat_ip,10000,2,0,52,149042
faiss_gpu_flat_ip,10000,2,1,24,127670
faiss_gpu_flat_ip,10000,2,2,93,124388
faiss_gpu_flat_ip,10000,2,3,58,131512
faiss_gpu_flat_ip,10000,2,4,31,132001
faiss_gpu_flat_ip,10000,2,5,85,123061
faiss_gpu_flat_ip,10000,2,6,75,130114
faiss_gpu_flat_ip,10000,2,7,70,122991
faiss_gpu_flat_ip,10000,2,8,73,122153
faiss_gpu_flat_ip,10000,2,9,4,132490
faiss_gpu_flat_ip,10000,2,10,92,150509
faiss_gpu_flat_ip,10000,2,11,65,127810
faiss_gpu_flat_ip,10000,2,12,49,129696
faiss_gpu_flat_ip,10000,2,13,66,127322
faiss_gpu_flat_ip,10000,2,14,72,131582
faiss_gpu_flat_ip,10000,2,15,84,121106
faiss_gpu_flat_ip,10000,2,16,67,133398
faiss_gpu_flat_ip,10000,2,17,64,132419
faiss_gpu_flat_ip,10000,2,18,28,128299
faiss_gpu_flat_ip,10000,2,19,50,124388
faiss_gpu_flat_ip,10000,2,20,35,138147
faiss_gpu_flat_ip,10000,2,21,25,131511
faiss_gpu_flat_ip,10000,2,22,61,130115
faiss_gpu_flat_ip,10000,2,23,7,129137
faiss_gpu_flat_ip,10000,2,24,12,129626
faiss_gpu_flat_ip,10000,2,25,19,145829
faiss_gpu_flat_ip,10000,2,26,10,133397
faiss_gpu_flat_ip,10000,2,27,9,121036
faiss_gpu_flat_ip,10000,2,28,5,127671
faiss_gpu_flat_ip,10000,2,29,60,132001
faiss_gpu_flat_ip,10000,2,30,30,120128
faiss_gpu_flat_ip,10000,2,31,41,129137
faiss_gpu_flat_ip,10000,2,32,16,128159
faiss_gpu_flat_ip,10000,2,33,79,131092
faiss_gpu_flat_ip,10000,2,34,32,125784
faiss_gpu_flat_ip,10000,2,35,27,122991
faiss_gpu_flat_ip,10000,2,36,37,124457
faiss_gpu_flat_ip,10000,2,37,69,123480
faiss_gpu_flat_ip,10000,2,38,11,120198
faiss_gpu_flat_ip,10000,2,39,43,122083
faiss_gpu_flat_ip,10000,2,40,57,127810
faiss_gpu_flat_ip,10000,2,41,56,138635
faiss_gpu_flat_ip,10000,2,42,62,131512
faiss_gpu_flat_ip,10000,2,43,59,132000
faiss_gpu_flat_ip,10000,2,44,98,127670
faiss_gpu_flat_ip,10000,2,45,95,123968
faiss_gpu_flat_ip,10000,2,46,2,127251
faiss_gpu_flat_ip,10000,2,47,1,128578
faiss_gpu_flat_ip,10000,2,48,3,128090
faiss_gpu_flat_ip,10000,2,49,90,133816
faiss_gpu_flat_ip,10000,2,50,22,121105
faiss_gpu_flat_ip,10000,2,51,89,140033
faiss_gpu_flat_ip,10000,2,52,81,129067
faiss_gpu_flat_ip,10000,2,53,83,129137
faiss_gpu_flat_ip,10000,2,54,55,129137
faiss_gpu_flat_ip,10000,2,55,63,137169
faiss_gpu_flat_ip,10000,2,56,18,132489
faiss_gpu_flat_ip,10000,2,57,86,122572
