run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,147507,163666,248550,10693671,5984.848421089447,10,1,1,true
1,64,64,148368,177931,286372,11247539,5690.1336372338865,10,1,1,true
2,64,64,151980,179230,281744,11191914,5718.414205112726,10,1,1,true
