engine,run,batch_index,query_indices,query_count,completed_ns,device_resident_ns,k,recall_at_k,recall_at_10
numpy,0,0,13,1,59812,,10,1.0,1.0
numpy,0,1,11,1,61034,,10,1.0,1.0
numpy,0,2,19,1,59501,,10,1.0,1.0
numpy,0,3,46,1,58099,,10,1.0,1.0
numpy,0,4,37,1,57127,,10,1.0,1.0
numpy,0,5,27,1,56936,,10,1.0,1.0
numpy,0,6,7,1,57207,,10,1.0,1.0
numpy,0,7,15,1,57858,,10,1.0,1.0
numpy,0,8,41,1,57808,,10,1.0,1.0
numpy,0,9,50,1,58019,,10,1.0,1.0
numpy,0,10,24,1,61085,,10,1.0,1.0
numpy,0,11,8,1,60733,,10,1.0,1.0
numpy,0,12,17,1,57097,,10,1.0,1.0
numpy,0,13,23,1,56976,,10,1.0,1.0
numpy,0,14,60,1,57788,,10,1.0,1.0
numpy,0,15,49,1,56145,,10,1.0,1.0
numpy,0,16,22,1,58379,,10,1.0,1.0
numpy,0,17,25,1,56435,,10,1.0,1.0
numpy,0,18,3,1,60674,,10,1.0,1.0
numpy,0,19,16,1,56475,,10,1.0,1.0
numpy,0,20,34,1,57968,,10,1.0,1.0
numpy,0,21,31,1,71954,,10,1.0,1.0
numpy,0,22,9,1,58409,,10,1.0,1.0
numpy,0,23,12,1,56776,,10,1.0,1.0
numpy,0,24,14,1,57047,,10,1.0,1.0
numpy,0,25,2,1,56646,,10,1.0,1.0
numpy,0,26,29,1,56485,,10,1.0,1.0
numpy,0,27,30,1,56907,,10,1.0,1.0
numpy,0,28,33,1,58018,,10,1.0,1.0
numpy,0,29,53,1,56747,,10,1.0,1.0
numpy,0,30,44,1,55715,,10,1.0,1.0
numpy,0,31,35,1,55805,,10,1.0,1.0
numpy,0,32,43,1,62106,,10,1.0,1.0
numpy,0,33,55,1,58079,,10,1.0,1.0
numpy,0,34,21,1,57938,,10,1.0,1.0
numpy,0,35,39,1,56987,,10,1.0,1.0
numpy,0,36,1,1,57106,,10,1.0,1.0
numpy,0,37,56,1,55855,,10,1.0,1.0
numpy,0,38,32,1,56666,,10,1.0,1.0
numpy,0,39,45,1,57117,,10,1.0,1.0
numpy,0,40,54,1,56336,,10,1.0,1.0
numpy,0,41,18,1,57948,,10,1.0,1.0
numpy,0,42,10,1,56536,,10,1.0,1.0
numpy,0,43,51,1,61715,,10,1.0,1.0
numpy,0,44,0,1,57187,,10,1.0,1.0
numpy,0,45,47,1,56405,,10,1.0,1.0
numpy,0,46,5,1,56175,,10,1.0,1.0
numpy,0,47,63,1,56646,,10,1.0,1.0
numpy,0,48,38,1,55935,,10,1.0,1.0
numpy,0,49,48,1,56937,,10,1.0,1.0
numpy,0,50,52,1,56486,,10,1.0,1.0
numpy,0,51,20,1,57437,,10,1.0,1.0
