engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
numpy,0,64,64,57106,61715,71954,5882092,10880.482658210718,10,1.0,1.0
numpy,1,64,64,56846,61525,70962,5790541,11052.507874480121,10,1.0,1.0
numpy,2,64,64,56807,60763,61505,5745967,11138.247052236813,10,1.0,1.0
