run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,356068,397683,397683,3127369,20464.48628223916,10,1,1,true
1,4,64,247710,357355,357355,2733014,23417.36998054163,10,1,1,true
2,4,64,240766,267861,267861,2606931,24549.94014034127,10,1,1,true
