run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,8,64,10542470,10880096,10880096,87626377,730.3736864528817,1.0,True
1,8,64,11103852,12254828,12254828,93322253,685.7957019104543,1.0,True
2,8,64,10651443,12883002,12883002,92387380,692.73530648883,1.0,True
