run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,59601894,61366092,62177089,3828588139,16.716344949215756,1.0,True
1,64,64,61417879,64596839,67692755,3941612956,16.23700772105946,1.0,True
2,64,64,60458369,65498833,67677703,3902319094,16.400504022954717,1.0,True
