run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,12467269,12718009,12718009,52610887,1216.4782547764305,10,1,1,true
1,4,64,13079476,13746546,13746546,57901143,1105.332238432668,10,1,1,true
2,4,64,13773066,13875326,13875326,61124283,1047.0470467522703,10,1,1,true
