run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,9009730,9122849,9334997,577496562,110.82317058019126,1,1,,true
1,64,64,8967757,9408908,9818483,578351916,110.65926856893131,1,1,,true
2,64,64,9298723,10641258,13990003,610359092,104.85630645770735,1,1,,true
