run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,260196,320470,320470,1414475,45246.46953816787,10,1,1,true
1,4,64,261048,269484,269484,1335579,47919.291932562584,10,1,1,true
2,4,64,255878,260948,260948,1312525,48760.97598140988,10,1,1,true
