engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
faiss-flat,0,4,64,30871361,31714198,31714198,126709596,505.09197424952725,10,1.0,1.0
faiss-flat,1,4,64,32537047,33118935,33118935,132966038,481.3259157199224,10,1.0,1.0
faiss-flat,2,4,64,33017786,33542327,33542327,134883975,474.4818648768321,10,1.0,1.0
