engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,8,64,198078,1413802,1413802,4950639,12927.624090546695,10,1.0,1.0
torch-cpu,1,8,64,193180,198488,198488,3541564,18071.112084943263,10,1.0,1.0
torch-cpu,2,8,64,188924,196004,196004,3413873,18747.035991086956,10,1.0,1.0
