run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,2490900,2828000,3110400,12837919500,389.4712067636816,1,true
1,5000,5000,2488300,2808300,2977300,12789468700,390.94665441419,1,true
2,5000,5000,2496400,2827100,3024100,12855594000,388.9357426813572,1,true
3,5000,5000,2491000,2801100,2984600,12805806700,390.44787393206553,1,true
4,5000,5000,2496200,2810400,3025900,12822343500,389.9443186809026,1,true
