run,batch_index,query_indices,query_count,batch_latency_ns,k,recall_at_k,recall_at_10,result_count,eligible_count,upload_bytes,readback_bytes,max_qenlo_allocation_bytes,process_allocation_count,process_allocated_bytes,upload_enqueue_ns,readback_completion_ns,backend_execution_ns,device_scoring_ns,device_selection_ns,actual_backend,backend_counts,lock_wait_ns,cpu_distance_path,routing_reasons,fallback,gpu_row_preparation,predicate_traversals,row_materialization_ns,materialized_rows,row_cache_hit,eligibility_predicate_kind,eligibility_representation,eligibility_generation,corpus_rows,eligibility_transfer_bytes,eligible_contiguous_runs
0,0,0;2;62;14;10;54;28;56;12;27;4;19;22;24;6;16;36;34;30;35;37;50;57;52;20;9;11;21;31;39;8;51;23;29;7;40;32;58;60;45;48;43;26;47;18;53;59;55;46;1;42;17;63;41;38;33;15;25;3;5;61;13;44;49,64,12003900,64,1,,4096,128,0,0,,1666,315093,,,164000,,,Cpu,Cpu:64,64000,Fp32Avx2FmaCertified,,false,,1,,,,,,,,0,
