engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
faiss-flat,0,64,64,14584204,15205266,16285556,946816332,67.59494723206781,1,1.0,
faiss-flat,1,64,64,14425516,14800348,15091695,933853721,68.53321731316419,1,1.0,
faiss-flat,2,64,64,14482641,14644214,14732917,932579849,68.62683133098665,1,1.0,
