run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,8,64,831909,877116,877116,16198626,3950.952383245344,64,1,,true
1,8,64,853671,905649,905649,15269682,4191.31190813273,64,1,,true
2,8,64,841513,896204,896204,14651836,4368.053259673396,64,1,,true
