run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,1,64,547131,547131,547131,8812733,7262.219336498678,64,1,,true
1,1,64,460011,460011,460011,8802919,7270.315675970664,64,1,,true
2,1,64,492659,492659,492659,8566464,7470.9938663140365,64,1,,true
