run,batch_index,query_indices,query_count,batch_latency_ns,recall_at_10,result_ids
0,0,13,1,2928547,1.0,"[[""6705"", ""2231"", ""9977"", ""255"", ""9756"", ""8254"", ""3486"", ""5957"", ""2537"", ""3748""]]"
0,1,11,1,3243396,1.0,"[[""1927"", ""889"", ""591"", ""99"", ""2454"", ""8254"", ""2019"", ""3229"", ""954"", ""657""]]"
0,2,19,1,3105830,1.0,"[[""9713"", ""591"", ""6353"", ""1347"", ""3787"", ""2614"", ""7219"", ""3748"", ""7939"", ""9008""]]"
0,3,46,1,3040136,1.0,"[[""1662"", ""2537"", ""219"", ""9849"", ""5694"", ""2454"", ""3749"", ""1453"", ""2614"", ""6353""]]"
0,4,37,1,3366516,1.0,"[[""3218"", ""6119"", ""9587"", ""8101"", ""7490"", ""1347"", ""257"", ""3481"", ""3522"", ""657""]]"
0,5,27,1,2954536,1.0,"[[""6705"", ""7238"", ""1035"", ""5957"", ""9849"", ""2454"", ""9984"", ""3522"", ""3787"", ""6119""]]"
0,6,7,1,2889925,1.0,"[[""1222"", ""9984"", ""3245"", ""2231"", ""2019"", ""3748"", ""729"", ""3766"", ""8935"", ""954""]]"
0,7,15,1,2895015,1.0,"[[""3766"", ""7"", ""1817"", ""8215"", ""7490"", ""889"", ""7238"", ""3787"", ""8065"", ""1035""]]"
0,8,41,1,2891899,1.0,"[[""6793"", ""3766"", ""3245"", ""5892"", ""6891"", ""7490"", ""545"", ""51"", ""7491"", ""5957""]]"
0,9,50,1,3235171,1.0,"[[""5957"", ""954"", ""9"", ""8689"", ""255"", ""8550"", ""3229"", ""5694"", ""5265"", ""2965""]]"
0,10,24,1,2886028,1.0,"[[""8065"", ""9756"", ""7219"", ""8576"", ""8326"", ""8101"", ""77"", ""9008"", ""8254"", ""545""]]"
0,11,8,1,3138921,1.0,"[[""889"", ""7490"", ""4706"", ""2019"", ""885"", ""3749"", ""6119"", ""1713"", ""7646"", ""6954""]]"
0,12,17,1,3023415,1.0,"[[""9008"", ""8962"", ""6353"", ""1051"", ""77"", ""6152"", ""91"", ""1453"", ""3486"", ""5892""]]"
0,13,23,1,2933757,1.0,"[[""1222"", ""3766"", ""2537"", ""1347"", ""5892"", ""3749"", ""3481"", ""2765"", ""2454"", ""99""]]"
0,14,60,1,2879516,1.0,"[[""591"", ""9587"", ""1411"", ""2019"", ""889"", ""8326"", ""51"", ""8935"", ""3229"", ""9008""]]"
0,15,49,1,3011994,1.0,"[[""6152"", ""6890"", ""6793"", ""4706"", ""2442"", ""7"", ""2497"", ""8576"", ""9587"", ""2965""]]"
0,16,22,1,2897620,1.0,"[[""7646"", ""8550"", ""8065"", ""954"", ""2765"", ""6793"", ""1713"", ""3748"", ""5265"", ""8689""]]"
0,17,25,1,2919711,1.0,"[[""3363"", ""7164"", ""591"", ""985"", ""3522"", ""1222"", ""9593"", ""729"", ""1051"", ""726""]]"
0,18,3,1,2920372,1.0,"[[""6890"", ""2454"", ""6891"", ""5694"", ""1051"", ""1662"", ""6152"", ""8550"", ""3787"", ""1411""]]"
0,19,16,1,3043352,1.0,"[[""8962"", ""9"", ""9593"", ""1712"", ""591"", ""726"", ""1817"", ""7939"", ""51"", ""3481""]]"
0,20,34,1,2910324,1.0,"[[""7418"", ""6152"", ""2497"", ""8065"", ""889"", ""7238"", ""3245"", ""4061"", ""1411"", ""1222""]]"
0,21,31,1,2991625,1.0,"[[""705"", ""51"", ""7"", ""8689"", ""255"", ""1051"", ""2537"", ""6922"", ""657"", ""545""]]"
0,22,9,1,2927064,1.0,"[[""1713"", ""3229"", ""985"", ""6705"", ""3363"", ""3522"", ""1035"", ""8215"", ""729"", ""2231""]]"
0,23,12,1,2965837,1.0,"[[""4061"", ""1222"", ""1411"", ""7"", ""6793"", ""9984"", ""8254"", ""4147"", ""1712"", ""8065""]]"
0,24,14,1,3007055,1.0,"[[""5957"", ""3522"", ""1817"", ""1222"", ""5114"", ""5774"", ""729"", ""9008"", ""4147"", ""2454""]]"
0,25,2,1,3188734,1.0,"[[""1817"", ""3245"", ""9587"", ""1425"", ""8101"", ""7491"", ""9756"", ""5694"", ""7164"", ""7""]]"
0,26,29,1,2978061,1.0,"[[""51"", ""3245"", ""2497"", ""9593"", ""4061"", ""3748"", ""5892"", ""1501"", ""8550"", ""2454""]]"
0,27,30,1,2911916,1.0,"[[""9593"", ""9713"", ""2454"", ""5114"", ""2497"", ""1411"", ""2537"", ""8576"", ""3363"", ""1817""]]"
0,28,33,1,2910433,1.0,"[[""657"", ""6152"", ""9849"", ""5694"", ""2019"", ""2231"", ""5265"", ""9593"", ""885"", ""1712""]]"
0,29,53,1,3053371,1.0,"[[""726"", ""3749"", ""7491"", ""6954"", ""9494"", ""8550"", ""219"", ""2965"", ""8326"", ""1347""]]"
0,30,44,1,3306354,1.0,"[[""51"", ""8065"", ""985"", ""9713"", ""8215"", ""2231"", ""87"", ""1051"", ""9494"", ""5957""]]"
0,31,35,1,2931152,1.0,"[[""3481"", ""7"", ""9977"", ""9984"", ""8326"", ""591"", ""6891"", ""7939"", ""2965"", ""219""]]"
0,32,43,1,2908791,1.0,"[[""1051"", ""8101"", ""1662"", ""726"", ""7219"", ""3749"", ""5265"", ""3363"", ""3245"", ""219""]]"
0,33,55,1,2945339,1.0,"[[""4061"", ""8962"", ""1035"", ""2497"", ""1662"", ""5114"", ""3787"", ""6890"", ""7418"", ""1501""]]"
0,34,21,1,2921304,1.0,"[[""729"", ""2497"", ""9713"", ""7491"", ""2537"", ""7238"", ""4706"", ""9756"", ""885"", ""3363""]]"
0,35,39,1,3039395,1.0,"[[""657"", ""4706"", ""1425"", ""9011"", ""1817"", ""5265"", ""8065"", ""6922"", ""255"", ""591""]]"
0,36,1,1,2921394,1.0,"[[""1347"", ""1501"", ""7491"", ""6119"", ""3787"", ""1712"", ""4061"", ""8576"", ""3522"", ""7164""]]"
0,37,56,1,3027924,1.0,"[[""91"", ""4061"", ""257"", ""7"", ""3522"", ""5694"", ""1662"", ""3486"", ""1411"", ""7418""]]"
0,38,32,1,2935230,1.0,"[[""5892"", ""7939"", ""591"", ""7"", ""5114"", ""1453"", ""7418"", ""1501"", ""9011"", ""6954""]]"
0,39,45,1,2975916,1.0,"[[""1662"", ""5114"", ""8935"", ""255"", ""3486"", ""6891"", ""5694"", ""1501"", ""9756"", ""8576""]]"
0,40,54,1,3087795,1.0,"[[""1713"", ""591"", ""2497"", ""1045"", ""5114"", ""9713"", ""1927"", ""3766"", ""6705"", ""7219""]]"
0,41,18,1,3019518,1.0,"[[""8101"", ""9494"", ""9011"", ""1817"", ""6891"", ""9008"", ""99"", ""657"", ""7646"", ""9587""]]"
0,42,10,1,2926994,1.0,"[[""3766"", ""7646"", ""2965"", ""2497"", ""9"", ""705"", ""8215"", ""1411"", ""1347"", ""3481""]]"
0,43,51,1,2927165,1.0,"[[""8935"", ""2614"", ""3218"", ""2442"", ""1045"", ""9977"", ""5892"", ""87"", ""5114"", ""9756""]]"
0,44,0,1,2917116,1.0,"[[""9849"", ""8550"", ""3218"", ""591"", ""1035"", ""6119"", ""2019"", ""3748"", ""7219"", ""1662""]]"
0,45,47,1,2908099,1.0,"[[""2019"", ""726"", ""4147"", ""3748"", ""1712"", ""7219"", ""7238"", ""77"", ""591"", ""8065""]]"
0,46,5,1,2903360,1.0,"[[""9977"", ""219"", ""51"", ""6890"", ""1035"", ""7646"", ""9011"", ""6353"", ""2965"", ""954""]]"
0,47,63,1,2899293,1.0,"[[""99"", ""6705"", ""2497"", ""5114"", ""6152"", ""7238"", ""9849"", ""6922"", ""3486"", ""1222""]]"
0,48,38,1,2910023,1.0,"[[""99"", ""726"", ""4147"", ""8254"", ""1425"", ""91"", ""7238"", ""1347"", ""7491"", ""2965""]]"
0,49,48,1,2925612,1.0,"[[""1045"", ""9849"", ""8550"", ""1035"", ""8689"", ""9756"", ""5694"", ""7238"", ""8101"", ""9""]]"
0,50,52,1,2900896,1.0,"[[""9713"", ""1051"", ""3486"", ""9011"", ""7939"", ""1347"", ""8326"", ""6793"", ""77"", ""3229""]]"
0,51,20,1,2928667,1.0,"[[""7490"", ""3363"", ""6152"", ""6793"", ""5892"", ""885"", ""51"", ""6922"", ""8962"", ""2442""]]"
0,52,58,1,3353272,1.0,"[[""5265"", ""954"", ""8935"", ""257"", ""219"", ""3245"", ""3218"", ""2537"", ""8215"", ""4706""]]"
0,53,61,1,3150823,1.0,"[[""4706"", ""219"", ""8215"", ""2231"", ""6891"", ""9984"", ""9849"", ""8065"", ""77"", ""8326""]]"
0,54,6,1,2958142,1.0,"[[""3787"", ""5114"", ""591"", ""1411"", ""6152"", ""729"", ""2614"", ""9984"", ""99"", ""657""]]"
0,55,59,1,3077305,1.0,"[[""2765"", ""5774"", ""1051"", ""99"", ""3486"", ""77"", ""9011"", ""1045"", ""3481"", ""3787""]]"
0,56,57,1,2984913,1.0,"[[""255"", ""9008"", ""4147"", ""2454"", ""1425"", ""51"", ""8326"", ""7219"", ""7490"", ""5114""]]"
0,57,62,1,3060815,1.0,"[[""1051"", ""4706"", ""8576"", ""7418"", ""1662"", ""87"", ""2614"", ""9593"", ""6353"", ""99""]]"
0,58,40,1,2961479,1.0,"[[""3218"", ""1817"", ""1927"", ""9008"", ""3787"", ""729"", ""6954"", ""3486"", ""6353"", ""705""]]"
0,59,28,1,2920503,1.0,"[[""2614"", ""3245"", ""8101"", ""9587"", ""3787"", ""657"", ""5265"", ""2765"", ""2231"", ""1927""]]"
0,60,42,1,2885938,1.0,"[[""6119"", ""2765"", ""87"", ""726"", ""8962"", ""7219"", ""9713"", ""3486"", ""2442"", ""3522""]]"
0,61,26,1,2913339,1.0,"[[""4147"", ""1035"", ""1222"", ""8215"", ""2019"", ""9494"", ""3749"", ""9008"", ""9849"", ""6119""]]"
0,62,36,1,2928648,1.0,"[[""3787"", ""657"", ""6922"", ""9587"", ""2442"", ""9849"", ""6152"", ""2231"", ""7"", ""3218""]]"
0,63,4,1,2947964,1.0,"[[""8215"", ""6119"", ""6922"", ""219"", ""9011"", ""889"", ""99"", ""255"", ""1817"", ""4706""]]"
1,0,16,1,2941251,1.0,"[[""8962"", ""9"", ""9593"", ""1712"", ""591"", ""726"", ""1817"", ""7939"", ""51"", ""3481""]]"
1,1,14,1,2926263,1.0,"[[""5957"", ""3522"", ""1817"", ""1222"", ""5114"", ""5774"", ""729"", ""9008"", ""4147"", ""2454""]]"
1,2,4,1,2886859,1.0,"[[""8215"", ""6119"", ""6922"", ""219"", ""9011"", ""889"", ""99"", ""255"", ""1817"", ""4706""]]"
1,3,36,1,3350247,1.0,"[[""3787"", ""657"", ""6922"", ""9587"", ""2442"", ""9849"", ""6152"", ""2231"", ""7"", ""3218""]]"
1,4,26,1,3259316,1.0,"[[""4147"", ""1035"", ""1222"", ""8215"", ""2019"", ""9494"", ""3749"", ""9008"", ""9849"", ""6119""]]"
1,5,30,1,3013917,1.0,"[[""9593"", ""9713"", ""2454"", ""5114"", ""2497"", ""1411"", ""2537"", ""8576"", ""3363"", ""1817""]]"
1,6,3,1,2974874,1.0,"[[""6890"", ""2454"", ""6891"", ""5694"", ""1051"", ""1662"", ""6152"", ""8550"", ""3787"", ""1411""]]"
1,7,32,1,2950349,1.0,"[[""5892"", ""7939"", ""591"", ""7"", ""5114"", ""1453"", ""7418"", ""1501"", ""9011"", ""6954""]]"
1,8,15,1,2968251,1.0,"[[""3766"", ""7"", ""1817"", ""8215"", ""7490"", ""889"", ""7238"", ""3787"", ""8065"", ""1035""]]"
1,9,10,1,3010500,1.0,"[[""3766"", ""7646"", ""2965"", ""2497"", ""9"", ""705"", ""8215"", ""1411"", ""1347"", ""3481""]]"
1,10,38,1,2982137,1.0,"[[""99"", ""726"", ""4147"", ""8254"", ""1425"", ""91"", ""7238"", ""1347"", ""7491"", ""2965""]]"
1,11,24,1,3022514,1.0,"[[""8065"", ""9756"", ""7219"", ""8576"", ""8326"", ""8101"", ""77"", ""9008"", ""8254"", ""545""]]"
1,12,59,1,3262473,1.0,"[[""2765"", ""5774"", ""1051"", ""99"", ""3486"", ""77"", ""9011"", ""1045"", ""3481"", ""3787""]]"
1,13,54,1,2992267,1.0,"[[""1713"", ""591"", ""2497"", ""1045"", ""5114"", ""9713"", ""1927"", ""3766"", ""6705"", ""7219""]]"
1,14,2,1,3278843,1.0,"[[""1817"", ""3245"", ""9587"", ""1425"", ""8101"", ""7491"", ""9756"", ""5694"", ""7164"", ""7""]]"
1,15,34,1,2951971,1.0,"[[""7418"", ""6152"", ""2497"", ""8065"", ""889"", ""7238"", ""3245"", ""4061"", ""1411"", ""1222""]]"
1,16,0,1,2949637,1.0,"[[""9849"", ""8550"", ""3218"", ""591"", ""1035"", ""6119"", ""2019"", ""3748"", ""7219"", ""1662""]]"
1,17,50,1,2961248,1.0,"[[""5957"", ""954"", ""9"", ""8689"", ""255"", ""8550"", ""3229"", ""5694"", ""5265"", ""2965""]]"
1,18,29,1,2970095,1.0,"[[""51"", ""3245"", ""2497"", ""9593"", ""4061"", ""3748"", ""5892"", ""1501"", ""8550"", ""2454""]]"
1,19,13,1,2937414,1.0,"[[""6705"", ""2231"", ""9977"", ""255"", ""9756"", ""8254"", ""3486"", ""5957"", ""2537"", ""3748""]]"
1,20,52,1,2909913,1.0,"[[""9713"", ""1051"", ""3486"", ""9011"", ""7939"", ""1347"", ""8326"", ""6793"", ""77"", ""3229""]]"
1,21,55,1,2895455,1.0,"[[""4061"", ""8962"", ""1035"", ""2497"", ""1662"", ""5114"", ""3787"", ""6890"", ""7418"", ""1501""]]"
