engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
faiss-flat,0,8,64,95914,129664,129664,2616796,24457.389876780613,10,1.0,1.0
faiss-flat,1,8,64,86429,101953,101953,2299310,27834.437287708053,10,1.0,1.0
faiss-flat,2,8,64,91588,102233,102233,2454032,26079.529525287362,10,1.0,1.0
