run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,43632,48370,48370,809925,79019.66231441183,10,1,1,true
1,4,64,43041,49412,49412,807680,79239.30269413629,10,1,1,true
2,4,64,43321,47569,47569,805997,79404.76205246421,10,1,1,true
