engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,64,64,298047,320190,326910,23742026,2695.641896778312,10,1.0,1.0
torch-cuda,1,64,64,298909,328102,336866,23862777,2682.0013446046114,10,1.0,1.0
torch-cuda,2,64,64,291387,313631,336775,23143738,2765.3268456461096,10,1.0,1.0
