run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,1469600,2150800,2531000,7960148800,628.1289616093609,1,true
1,5000,5000,1461900,2190900,2909000,7971597000,627.2268906719695,1,true
2,5000,5000,1574200,2212900,2523800,8274284700,604.2818420304053,1,true
3,5000,5000,1448300,2092400,2325300,7817540300,639.5873648390402,1,true
4,5000,5000,1445200,2078600,2364300,7767169000,643.7351884579825,1,true
