run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,7675,8726,10580,1165931,54891.75603015959,1,true
1,64,64,7394,8146,9708,1125185,56879.53536529549,1,true
2,64,64,7293,8185,9628,1121307,57076.25119614878,1,true
