run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,149345,156420,166897,10618150,6027.415321878105,10,1,1,true
1,64,64,151418,159459,256389,10837129,5905.62315904886,10,1,1,true
2,64,64,153932,159502,161406,10940333,5849.913343588353,10,1,1,true
