engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,1,64,19552159,19552159,19552159,25064390,2553.423402684047,64,1.0,
torch-cuda,1,1,64,538297,538297,538297,5407875,11834.59307029101,64,1.0,
torch-cuda,2,1,64,394693,394693,394693,5253022,12183.463157017046,64,1.0,
