experiment,batch,eligible,fraction,block,engine,n_repetitions,p50_ns,p95_ns,p50_spread_ratio,p95_spread_ratio,p50_min_ns,p50_max_ns,p95_min_ns,p95_max_ns,evaluation_recall_at_10,tuning_recall_at_10,filter_violations,process_returncode,started_unix,path
e2,16,3000,0.03,4,cpu,3,5241996,5389635,1.018281592098369,1.090758893122385,5181715,5276445,5245205,5721254,1,1,0,0,1790265646.9417539,e2/b16-e3000/block-04/cpu/summary.txt
e2,16,3000,0.03,4,gpu-mask,3,1622878,1655239,1.0132745203594595,1.0474673069387417,1610529,1631908,1643468,1721479,1,1,0,0,1790265734.719164,e2/b16-e3000/block-04/gpu-mask/summary.txt
e2,16,3000,0.03,4,gpu-predicate,3,1632569,1659849,1.0031710862798444,1.0039293121624235,1627518,1632679,1659069,1665588,1,1,0,0,1790265691.5357769,e2/b16-e3000/block-04/gpu-predicate/summary.txt
e2,16,3000,0.03,4,gpu-rows,3,904279,1011389,1.143768732150846,1.5558497578544788,891849,1020069,991759,1543028,1,1,0,0,1790265605.5749354,e2/b16-e3000/block-04/gpu-rows/summary.txt
e2,16,30000,0.3,0,cpu,3,154647726,172613848,1.0139107625585533,1.092549170779666,153138837,155269115,168482482,184075396,1,1,0,0,1790267829.423299,e2/b16-e30000/block-00/cpu/summary.txt
e2,16,30000,0.3,0,gpu-mask,3,5095021,5712402,1.1098093158604998,1.1863463014611209,4952221,5496021,5512001,6539142,1,1,0,0,1790267550.7874913,e2/b16-e30000/block-00/gpu-mask/summary.txt
e2,16,30000,0.3,0,gpu-predicate,3,5196501,5562571,1.0236560400024224,1.119514302352134,5102291,5222991,5198131,5819382,1,1,0,0,1790267692.3051693,e2/b16-e30000/block-00/gpu-predicate/summary.txt
e2,16,30000,0.3,0,gpu-rows,3,5184034,6106234,1.0546104342874165,1.1146743968575095,4934405,5203875,5522244,6155504,1,1,0,0,1790268113.6687448,e2/b16-e30000/block-00/gpu-rows/summary.txt
e2,16,30000,0.3,1,gpu-mask,3,4751295,5022035,1.1942096831604077,1.1790778021623551,4141086,4945325,4340175,5117404,1,1,0,0,1790268251.6088443,e2/b16-e30000/block-01/gpu-mask/summary.txt
e2,16,30000,0.3,1,gpu-predicate,3,5170985,5974894,1.0534524554536837,1.1003671125622345,5121355,5395104,5909904,6503064,1,1,0,0,1790268525.0889,e2/b16-e30000/block-01/gpu-predicate/summary.txt
e2,16,30000,0.3,1,gpu-rows,3,5337144,5434064,1.0112789168319363,1.0847036765268927,5305474,5365314,5380404,5836144,1,1,0,0,1790268388.7801688,e2/b16-e30000/block-01/gpu-rows/summary.txt
