run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,29865,34053,45475,2333284,27429.151359200165,10,1,1,true
1,64,64,30266,32170,39754,2327754,27494.314261730407,10,1,1,true
2,64,64,29876,34344,41678,2321672,27566.34012039599,10,1,1,true
