engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
numpy,0,4,64,44503,54853,54853,1608459,39789.637162029,10,1.0,1.0
numpy,1,4,64,42540,43652,43652,1543106,41474.791751182354,10,1.0,1.0
numpy,2,4,64,42349,48050,48050,1564958,40895.666209572395,10,1.0,1.0
