run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,17139,19226,22632,2834455,22579.29654907204,1,true
1,64,64,16996,19008,19758,2806525,22804.001389618836,1,true
2,64,64,16838,18114,20454,2792746,22916.51299473708,1,true
