engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,8,64,2993902,5236698,5236698,36355011,1760.4175666457645,64,1.0,
torch-cpu,1,8,64,2847313,2936026,2936026,32588169,1963.9029121274043,64,1.0,
torch-cpu,2,8,64,2730697,2758089,2758089,31682780,2020.0247579284394,64,1.0,
