run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,123191,165139,165139,1188052,53869.69593923498,10,1,1,true
1,4,64,120164,123601,123601,1131897,56542.24721860735,10,1,1,true
2,4,64,120225,134742,134742,1134221,56426.39309270416,10,1,1,true
