run,batch_index,query_indices,query_count,batch_latency_ns,k,recall_at_k,recall_at_10,result_count,eligible_count,upload_bytes,readback_bytes,max_qenlo_allocation_bytes,process_allocation_count,process_allocated_bytes,upload_enqueue_ns,readback_completion_ns,backend_execution_ns,device_scoring_ns,device_selection_ns,actual_backend,backend_counts,lock_wait_ns,cpu_distance_path,routing_reasons,fallback,gpu_row_preparation,predicate_traversals,row_materialization_ns,materialized_rows,row_cache_hit,eligibility_predicate_kind,eligibility_representation,eligibility_generation,corpus_rows,eligibility_transfer_bytes,eligible_contiguous_runs
0,0,13;11;19;46;37;27;7;15;41;50;24;8;17;23;60;49,16,165139,10,1,1,160,10,394880,41472,11079296,460,158430,7013,77796,150041,5632,17504,Wgpu,Wgpu:16,1120,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
0,1,22;25;3;16;34;31;9;12;14;2;29;30;33;53;44;35,16,123481,10,1,1,160,10,394880,41472,11079296,329,141820,5410,68989,106389,4832,17440,Wgpu,Wgpu:16,1296,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
0,2,43;55;21;39;1;56;32;45;54;18;10;51;0;47;5;63,16,123191,10,1,1,160,10,394880,41472,11079296,329,141820,5179,67697,107230,5376,17216,Wgpu,Wgpu:16,800,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
0,3,38;48;52;20;58;61;6;59;57;62;40;28;42;26;36;4,16,119103,10,1,1,160,10,394880,41472,11079296,329,141820,5189,67857,102903,5408,17600,Wgpu,Wgpu:16,1120,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
1,0,16;14;4;36;26;30;3;32;15;10;38;24;59;54;2;34,16,123601,10,1,1,160,10,394880,41472,11079296,329,141820,5691,68759,107832,5600,16864,Wgpu,Wgpu:16,960,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
1,1,0;50;29;13;52;55;18;31;12;7;40;35;22;27;6;57,16,122629,10,1,1,160,10,394880,41472,11079296,329,141820,5290,67596,106810,5376,17536,Wgpu,Wgpu:16,960,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
1,2,8;42;1;61;62;11;20;45;5;46;56;41;44;58;43;51,16,117961,10,1,1,160,10,394880,41472,11079296,329,141820,4869,67947,102312,5376,17408,Wgpu,Wgpu:16,800,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
1,3,48;9;19;60;23;39;28;33;37;47;25;63;17;53;21;49,16,120164,10,1,1,160,10,394880,41472,11079296,329,141820,4909,67476,104566,5376,17088,Wgpu,Wgpu:16,800,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
2,0,3;5;37;7;31;45;15;12;57;25;59;19;27;17;46;40,16,134742,10,1,1,160,10,394880,41472,11079296,329,141820,5691,69339,108242,5568,17408,Wgpu,Wgpu:16,800,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
2,1,41;4;11;23;36;44;35;39;1;2;32;60;42;47;33;63,16,120595,10,1,1,160,10,394880,41472,11079296,329,141820,5460,67776,105227,5344,17408,Wgpu,Wgpu:16,960,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
2,2,13;28;16;58;29;24;8;62;51;55;21;61;43;0;48;14,16,120225,10,1,1,160,10,394880,41472,11079296,329,141820,5010,67195,105006,5088,17408,Wgpu,Wgpu:16,800,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
2,3,9;20;49;54;6;52;50;56;38;34;10;26;53;18;22;30,16,117379,10,1,1,160,10,394880,41472,11079296,329,141820,5380,66925,102401,5408,17184,Wgpu,Wgpu:16,960,not-applicable,,false,Cached,0,0,10,true,TimestampRange,TinyRows,1000,1000,40,10
