run,batch_index,query_indices,query_count,batch_latency_ns,k,recall_at_k,recall_at_10,result_count,eligible_count,upload_bytes,readback_bytes,max_qenlo_allocation_bytes,process_allocation_count,process_allocated_bytes,upload_enqueue_ns,readback_completion_ns,backend_execution_ns,device_scoring_ns,device_selection_ns,actual_backend,backend_counts,lock_wait_ns,cpu_distance_path,routing_reasons,fallback,gpu_row_preparation,predicate_traversals,row_materialization_ns,materialized_rows,row_cache_hit,eligibility_predicate_kind,eligibility_representation,eligibility_generation,corpus_rows,eligibility_transfer_bytes,eligible_contiguous_runs
0,0,13;11;19;46;37;27;7;15;41;50;24;8;17;23;60;49,16,564807,10,1,1,160,10000,772096,41472,14846528,470,224862,13091,329870,535919,107520,129952,Wgpu,Wgpu:16,2944,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
0,1,22;25;3;16;34;31;9;12;14;2;29;30;33;53;44;35,16,446250,10,1,1,160,10000,772096,41472,14846528,339,208252,11178,301533,419066,97888,127456,Wgpu,Wgpu:16,2192,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
0,2,43;55;21;39;1;56;32;45;54;18;10;51;0;47;5;63,16,430006,10,1,1,160,10000,772096,41472,14846528,339,208252,9990,300864,404835,97408,122688,Wgpu,Wgpu:16,2336,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
0,3,38;48;52;20;58;61;6;59;57;62;40;28;42;26;36;4,16,426975,10,1,1,160,10000,772096,41472,14846528,339,208252,9864,296880,402237,97248,124576,Wgpu,Wgpu:16,2192,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
1,0,16;14;4;36;26;30;3;32;15;10;38;24;59;54;2;34,16,427651,10,1,1,160,10000,772096,41472,14846528,339,208252,11015,299391,402428,97664,124640,Wgpu,Wgpu:16,2544,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
1,1,0;50;29;13;52;55;18;31;12;7;40;35;22;27;6;57,16,425020,10,1,1,160,10000,772096,41472,14846528,339,208252,10518,295885,399658,97408,124928,Wgpu,Wgpu:16,2432,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
1,2,8;42;1;61;62;11;20;45;5;46;56;41;44;58;43;51,16,422499,10,1,1,160,10000,772096,41472,14846528,339,208252,9687,296730,397341,97440,123168,Wgpu,Wgpu:16,2512,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
1,3,48;9;19;60;23;39;28;33;37;47;25;63;17;53;21;49,16,417358,10,1,1,160,10000,772096,41472,14846528,339,208252,9888,291112,392824,97504,124320,Wgpu,Wgpu:16,2592,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
2,0,3;5;37;7;31;45;15;12;57;25;59;19;27;17;46;40,16,427442,10,1,1,160,10000,772096,41472,14846528,339,208252,10247,300482,402888,97376,126496,Wgpu,Wgpu:16,2560,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
2,1,41;4;11;23;36;44;35;39;1;2;32;60;42;47;33;63,16,422148,10,1,1,160,10000,772096,41472,14846528,339,208252,9828,296857,397885,97248,122112,Wgpu,Wgpu:16,2416,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
2,2,13;28;16;58;29;24;8;62;51;55;21;61;43;0;48;14,16,419528,10,1,1,160,10000,772096,41472,14846528,339,208252,9641,294730,390739,97440,126816,Wgpu,Wgpu:16,2400,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
2,3,9;20;49;54;6;52;50;56;38;34;10;26;53;18;22;30,16,432978,10,1,1,160,10000,772096,41472,14846528,339,208252,9684,288062,404700,97312,122752,Wgpu,Wgpu:16,2528,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
