run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,430006,564807,564807,2577245,24832.718658877988,10,1,1,true
1,4,64,422499,427651,427651,2370954,26993.35373018624,10,1,1,true
2,4,64,422148,432978,432978,2375337,26943.545273786414,10,1,1,true
