run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,74660,80280,87764,5254457,12180.13583515861,1,true
1,64,64,73988,78758,79649,5134895,12463.74073861296,1,true
2,64,64,74058,79148,82234,5142178,12446.088019512355,1,true
