run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,130914,142614,148734,9474711,6754.823445274478,1,true
1,64,64,132086,140554,247017,9592471,6671.8992426456125,1,true
2,64,64,131573,137925,139150,9389679,6815.994455188511,1,true
