run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,396200,717100,1097500,2339131100,2137.5458605120507,1,true
1,5000,5000,407300,635300,812700,2301529900,2172.467974454731,1,true
2,5000,5000,402600,619600,772900,2259631500,2212.75017630087,1,true
3,5000,5000,412500,634000,803200,2318766600,2156.318794655745,1,true
4,5000,5000,404000,603900,751800,2260050200,2212.3402391681384,1,true
