run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,2198800,2515200,2772600,11267308300,443.7617101504181,1,true
1,5000,5000,2200400,2499500,2677400,11250672800,444.4178662808503,1,true
2,5000,5000,2203700,2519300,2712400,11266392500,443.79778176554737,1,true
3,5000,5000,2200200,2489800,2682500,11240508100,444.8197497406723,1,true
4,5000,5000,2203700,2500300,2688800,11254155300,444.28034505619445,1,true
