run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,592300,919500,1112000,3277823500,1525.4024507420854,1,true
1,5000,5000,558700,822400,994700,3078042900,1624.4088085971773,1,true
2,5000,5000,538900,814400,986300,2989461900,1672.5418042624995,1,true
3,5000,5000,510800,813400,1256000,2900396400,1723.902291424717,1,true
4,5000,5000,472400,741700,912000,2638202700,1895.2296576756594,1,true
