engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,313,5000,262684,302224,398438,217634307,22974.31902590615,10,1.0,1.0
torch-cpu,1,313,5000,245499,266539,270767,207927842,24046.803698371477,10,1.0,1.0
torch-cpu,2,313,5000,248823,268323,272559,210401494,23764.089812023863,10,1.0,1.0
