engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,64,64,97893,105277,107531,9813495,6521.631691869206,10,1.0,1.0
torch-cpu,1,64,64,97011,104305,108783,9625553,6648.968635879934,10,1.0,1.0
torch-cpu,2,64,64,96671,103554,105938,9569038,6688.237626394628,10,1.0,1.0
