engine,run,batch_index,query_indices,query_count,completed_ns,device_resident_ns,k,recall_at_k,recall_at_10
torch-cpu,0,0,13,1,83877,,10,1.0,1.0
torch-cpu,0,1,11,1,100838,,10,1.0,1.0
torch-cpu,0,2,19,1,101660,,10,1.0,1.0
torch-cpu,0,3,46,1,100538,,10,1.0,1.0
torch-cpu,0,4,37,1,105778,,10,1.0,1.0
torch-cpu,0,5,27,1,100128,,10,1.0,1.0
torch-cpu,0,6,7,1,98344,,10,1.0,1.0
torch-cpu,0,7,15,1,98575,,10,1.0,1.0
torch-cpu,0,8,41,1,98104,,10,1.0,1.0
torch-cpu,0,9,50,1,101470,,10,1.0,1.0
torch-cpu,0,10,24,1,97893,,10,1.0,1.0
torch-cpu,0,11,8,1,100799,,10,1.0,1.0
torch-cpu,0,12,17,1,101070,,10,1.0,1.0
torch-cpu,0,13,23,1,99757,,10,1.0,1.0
torch-cpu,0,14,60,1,101410,,10,1.0,1.0
torch-cpu,0,15,49,1,97052,,10,1.0,1.0
torch-cpu,0,16,22,1,101489,,10,1.0,1.0
torch-cpu,0,17,25,1,105528,,10,1.0,1.0
torch-cpu,0,18,3,1,96931,,10,1.0,1.0
torch-cpu,0,19,16,1,97662,,10,1.0,1.0
torch-cpu,0,20,34,1,103674,,10,1.0,1.0
torch-cpu,0,21,31,1,97653,,10,1.0,1.0
torch-cpu,0,22,9,1,96431,,10,1.0,1.0
torch-cpu,0,23,12,1,97082,,10,1.0,1.0
torch-cpu,0,24,14,1,98745,,10,1.0,1.0
torch-cpu,0,25,2,1,98203,,10,1.0,1.0
torch-cpu,0,26,29,1,97021,,10,1.0,1.0
torch-cpu,0,27,30,1,97432,,10,1.0,1.0
torch-cpu,0,28,33,1,97091,,10,1.0,1.0
torch-cpu,0,29,53,1,97452,,10,1.0,1.0
torch-cpu,0,30,44,1,105167,,10,1.0,1.0
torch-cpu,0,31,35,1,98745,,10,1.0,1.0
torch-cpu,0,32,43,1,97853,,10,1.0,1.0
torch-cpu,0,33,55,1,100238,,10,1.0,1.0
torch-cpu,0,34,21,1,97603,,10,1.0,1.0
torch-cpu,0,35,39,1,97312,,10,1.0,1.0
torch-cpu,0,36,1,1,97191,,10,1.0,1.0
torch-cpu,0,37,56,1,107531,,10,1.0,1.0
torch-cpu,0,38,32,1,97482,,10,1.0,1.0
torch-cpu,0,39,45,1,96981,,10,1.0,1.0
torch-cpu,0,40,54,1,97222,,10,1.0,1.0
torch-cpu,0,41,18,1,97633,,10,1.0,1.0
torch-cpu,0,42,10,1,99135,,10,1.0,1.0
torch-cpu,0,43,51,1,104405,,10,1.0,1.0
torch-cpu,0,44,0,1,98203,,10,1.0,1.0
torch-cpu,0,45,47,1,97483,,10,1.0,1.0
torch-cpu,0,46,5,1,97252,,10,1.0,1.0
torch-cpu,0,47,63,1,98194,,10,1.0,1.0
torch-cpu,0,48,38,1,98123,,10,1.0,1.0
torch-cpu,0,49,48,1,100298,,10,1.0,1.0
torch-cpu,0,50,52,1,104195,,10,1.0,1.0
torch-cpu,0,51,20,1,97683,,10,1.0,1.0
torch-cpu,0,52,58,1,96781,,10,1.0,1.0
torch-cpu,0,53,61,1,105277,,10,1.0,1.0
torch-cpu,0,54,6,1,97162,,10,1.0,1.0
torch-cpu,0,55,59,1,96270,,10,1.0,1.0
torch-cpu,0,56,57,1,97502,,10,1.0,1.0
torch-cpu,0,57,62,1,99025,,10,1.0,1.0
torch-cpu,0,58,40,1,97372,,10,1.0,1.0
torch-cpu,0,59,28,1,97232,,10,1.0,1.0
torch-cpu,0,60,42,1,97563,,10,1.0,1.0
torch-cpu,0,61,26,1,96621,,10,1.0,1.0
torch-cpu,0,62,36,1,97272,,10,1.0,1.0
torch-cpu,0,63,4,1,103433,,10,1.0,1.0
torch-cpu,1,0,16,1,99577,,10,1.0,1.0
torch-cpu,1,1,14,1,107371,,10,1.0,1.0
torch-cpu,1,2,4,1,97463,,10,1.0,1.0
torch-cpu,1,3,36,1,96580,,10,1.0,1.0
torch-cpu,1,4,26,1,96811,,10,1.0,1.0
torch-cpu,1,5,30,1,96691,,10,1.0,1.0
torch-cpu,1,6,3,1,99406,,10,1.0,1.0
torch-cpu,1,7,32,1,96610,,10,1.0,1.0
torch-cpu,1,8,15,1,96891,,10,1.0,1.0
torch-cpu,1,9,10,1,96600,,10,1.0,1.0
torch-cpu,1,10,38,1,96971,,10,1.0,1.0
torch-cpu,1,11,24,1,101390,,10,1.0,1.0
torch-cpu,1,12,59,1,102041,,10,1.0,1.0
torch-cpu,1,13,54,1,97713,,10,1.0,1.0
torch-cpu,1,14,2,1,98354,,10,1.0,1.0
torch-cpu,1,15,34,1,97271,,10,1.0,1.0
torch-cpu,1,16,0,1,104305,,10,1.0,1.0
torch-cpu,1,17,50,1,96491,,10,1.0,1.0
torch-cpu,1,18,29,1,96350,,10,1.0,1.0
torch-cpu,1,19,13,1,105096,,10,1.0,1.0
torch-cpu,1,20,52,1,99125,,10,1.0,1.0
torch-cpu,1,21,55,1,96561,,10,1.0,1.0
torch-cpu,1,22,18,1,98875,,10,1.0,1.0
torch-cpu,1,23,31,1,101069,,10,1.0,1.0
torch-cpu,1,24,12,1,97011,,10,1.0,1.0
torch-cpu,1,25,7,1,96891,,10,1.0,1.0
torch-cpu,1,26,40,1,98655,,10,1.0,1.0
torch-cpu,1,27,35,1,96701,,10,1.0,1.0
torch-cpu,1,28,22,1,96520,,10,1.0,1.0
torch-cpu,1,29,27,1,97191,,10,1.0,1.0
torch-cpu,1,30,6,1,96510,,10,1.0,1.0
torch-cpu,1,31,57,1,97011,,10,1.0,1.0
torch-cpu,1,32,8,1,108783,,10,1.0,1.0
torch-cpu,1,33,42,1,96620,,10,1.0,1.0
torch-cpu,1,34,1,1,97021,,10,1.0,1.0
torch-cpu,1,35,61,1,96580,,10,1.0,1.0
torch-cpu,1,36,62,1,96701,,10,1.0,1.0
torch-cpu,1,37,11,1,96731,,10,1.0,1.0
torch-cpu,1,38,20,1,96831,,10,1.0,1.0
torch-cpu,1,39,45,1,101470,,10,1.0,1.0
torch-cpu,1,40,5,1,96230,,10,1.0,1.0
torch-cpu,1,41,46,1,96150,,10,1.0,1.0
torch-cpu,1,42,56,1,95920,,10,1.0,1.0
torch-cpu,1,43,41,1,95208,,10,1.0,1.0
torch-cpu,1,44,44,1,95919,,10,1.0,1.0
torch-cpu,1,45,58,1,99146,,10,1.0,1.0
torch-cpu,1,46,43,1,97632,,10,1.0,1.0
torch-cpu,1,47,51,1,96090,,10,1.0,1.0
torch-cpu,1,48,48,1,95900,,10,1.0,1.0
torch-cpu,1,49,9,1,95368,,10,1.0,1.0
torch-cpu,1,50,19,1,99487,,10,1.0,1.0
torch-cpu,1,51,60,1,99186,,10,1.0,1.0
torch-cpu,1,52,23,1,99676,,10,1.0,1.0
torch-cpu,1,53,39,1,97102,,10,1.0,1.0
torch-cpu,1,54,28,1,96821,,10,1.0,1.0
torch-cpu,1,55,33,1,96761,,10,1.0,1.0
torch-cpu,1,56,37,1,97512,,10,1.0,1.0
torch-cpu,1,57,47,1,99967,,10,1.0,1.0
torch-cpu,1,58,25,1,96380,,10,1.0,1.0
torch-cpu,1,59,63,1,103995,,10,1.0,1.0
torch-cpu,1,60,17,1,97092,,10,1.0,1.0
torch-cpu,1,61,53,1,97082,,10,1.0,1.0
torch-cpu,1,62,21,1,97071,,10,1.0,1.0
torch-cpu,1,63,49,1,96020,,10,1.0,1.0
torch-cpu,2,0,3,1,98003,,10,1.0,1.0
