run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,91400,128030,149339,6683060,9576.451505747367,10,1,1,true
1,64,64,90349,95298,96761,6219613,10290.029299250613,10,1,1,true
2,64,64,90579,95328,100608,6231816,10269.879598499057,10,1,1,true
