engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,4,64,19381000,23832937,23832937,86471906,740.1247753229818,10,1.0,1.0
torch-cpu,1,4,64,22516054,26731097,26731097,96837323,660.9022019330295,10,1.0,1.0
torch-cpu,2,4,64,18532102,27449831,27449831,89752321,713.0734814089097,10,1.0,1.0
