run,batch_index,query_indices,query_count,batch_latency_ns,k,recall_at_k,recall_at_10,result_count,eligible_count,upload_bytes,readback_bytes,max_qenlo_allocation_bytes,process_allocation_count,process_allocated_bytes,upload_enqueue_ns,readback_completion_ns,backend_execution_ns,device_scoring_ns,device_selection_ns,actual_backend,backend_counts,lock_wait_ns,cpu_distance_path,routing_reasons,fallback,gpu_row_preparation,predicate_traversals,row_materialization_ns,materialized_rows,row_cache_hit,eligibility_predicate_kind,eligibility_representation,eligibility_generation,corpus_rows,eligibility_transfer_bytes,eligible_contiguous_runs
0,0,13;11;19;46;37;27;7;15;41;50;24;8;17;23;60;49,16,560817,10,1,1,160,10000,772096,41472,14846528,470,224862,13590,324174,531837,108544,130304,Wgpu,Wgpu:16,2368,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
0,1,22;25;3;16;34;31;9;12;14;2;29;30;33;53;44;35,16,427752,10,1,1,160,10000,772096,41472,14846528,339,208252,11305,291845,401573,97824,127200,Wgpu,Wgpu:16,3056,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
0,2,43;55;21;39;1;56;32;45;54;18;10;51;0;47;5;63,16,418640,10,1,1,160,10000,772096,41472,14846528,339,208252,10223,286518,393144,97984,123424,Wgpu,Wgpu:16,2240,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
0,3,38;48;52;20;58;61;6;59;57;62;40;28;42;26;36;4,16,412618,10,1,1,160,10000,772096,41472,14846528,339,208252,10554,288664,387368,97760,125152,Wgpu,Wgpu:16,2752,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
1,0,16;14;4;36;26;30;3;32;15;10;38;24;59;54;2;34,16,422667,10,1,1,160,10000,772096,41472,14846528,339,208252,11521,288380,397444,97568,124928,Wgpu,Wgpu:16,2784,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
1,1,0;50;29;13;52;55;18;31;12;7;40;35;22;27;6;57,16,420863,10,1,1,160,10000,772096,41472,14846528,339,208252,10600,287912,388955,97536,125184,Wgpu,Wgpu:16,2800,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
1,2,8;42;1;61;62;11;20;45;5;46;56;41;44;58;43;51,16,406861,10,1,1,160,10000,772096,41472,14846528,339,208252,10031,285417,382050,97760,123392,Wgpu,Wgpu:16,2544,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
1,3,48;9;19;60;23;39;28;33;37;47;25;63;17;53;21;49,16,414442,10,1,1,160,10000,772096,41472,14846528,339,208252,10268,286925,389839,97536,124064,Wgpu,Wgpu:16,2128,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
2,0,3;5;37;7;31;45;15;12;57;25;59;19;27;17;46;40,16,415006,10,1,1,160,10000,772096,41472,14846528,339,208252,10769,289944,390123,97664,126688,Wgpu,Wgpu:16,2480,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
2,1,41;4;11;23;36;44;35;39;1;2;32;60;42;47;33;63,16,410768,10,1,1,160,10000,772096,41472,14846528,339,208252,10121,284116,385896,97568,122432,Wgpu,Wgpu:16,2752,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
2,2,13;28;16;58;29;24;8;62;51;55;21;61;43;0;48;14,16,427716,10,1,1,160,10000,772096,41472,14846528,339,208252,10038,290451,402942,97728,126720,Wgpu,Wgpu:16,2480,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
2,3,9;20;49;54;6;52;50;56;38;34;10;26;53;18;22;30,16,409383,10,1,1,160,10000,772096,41472,14846528,339,208252,10206,285410,384645,97568,122880,Wgpu,Wgpu:16,2272,not-applicable,,false,Cached,0,0,10000,true,All,SortedRows,10000,10000,40000,1
