run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,418640,560817,560817,2528028,25316.17529552679,10,1,1,true
1,4,64,414442,422667,422667,2352644,27203.435793940775,10,1,1,true
2,4,64,410768,427716,427716,2353083,27198.3606188137,10,1,1,true
