run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,4,64,4024598,4095139,4095139,17114110,3739.604338174758,10,1,1,true
1,4,64,4027483,4047861,4047861,17144667,3732.9392282743083,10,1,1,true
2,4,64,4002426,4017354,4017354,16844486,3799.4629221693085,10,1,1,true
