run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,5000,5000,1024600,1341100,1589900,5342271500,935.9314666055441,1,true
1,5000,5000,1037100,1330500,1506900,5356645200,933.4200443217707,1,true
2,5000,5000,1038800,1328800,1453800,5361923400,932.5011991032919,1,true
3,5000,5000,1033800,1332500,1467300,5345255200,935.4090334171509,1,true
4,5000,5000,1031800,1322800,1470400,5330587400,937.9829322374492,1,true
