engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,4,64,281196,7454303,7454303,9883366,6475.526657618468,10,1.0,1.0
torch-cuda,1,4,64,261760,268322,268322,2502400,25575.447570332482,10,1.0,1.0
torch-cuda,2,4,64,262972,288039,288039,2544790,25149.42293863148,10,1.0,1.0
