engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,64,64,273651,291685,298048,21711309,2947.772517999721,10,1.0,1.0
torch-cuda,1,64,64,271999,280945,293630,21529569,2972.6558854940386,10,1.0,1.0
torch-cuda,2,64,64,272710,300852,317223,21662978,2954.3491204210245,10,1.0,1.0
