engine,run,batch_index,query_indices,query_count,completed_ns,device_resident_ns,k,recall_at_k,recall_at_10
torch-cuda,0,0,13;11;19;46;37;27;7;15;41;50;24;8;17;23;60;49,16,8090923,8042655,10,1.0,1.0
torch-cuda,0,1,22;25;3;16;34;31;9;12;14;2;29;30;33;53;44;35,16,571108,526207,10,1.0,1.0
torch-cuda,0,2,43;55;21;39;1;56;32;45;54;18;10;51;0;47;5;63,16,548506,503520,10,1.0,1.0
torch-cuda,0,3,38;48;52;20;58;61;6;59;57;62;40;28;42;26;36;4,16,540811,497408,10,1.0,1.0
torch-cuda,1,0,16;14;4;36;26;30;3;32;15;10;38;24;59;54;2;34,16,541893,498015,10,1.0,1.0
torch-cuda,1,1,0;50;29;13;52;55;18;31;12;7;40;35;22;27;6;57,16,526675,483936,10,1.0,1.0
torch-cuda,1,2,8;42;1;61;62;11;20;45;5;46;56;41;44;58;43;51,16,531394,487327,10,1.0,1.0
torch-cuda,1,3,48;9;19;60;23;39;28;33;37;47;25;63;17;53;21;49,16,534831,491104,10,1.0,1.0
torch-cuda,2,0,3;5;37;7;31;45;15;12;57;25;59;19;27;17;46;40,16,542685,497119,10,1.0,1.0
torch-cuda,2,1,41;4;11;23;36;44;35;39;1;2;32;60;42;47;33;63,16,567332,517472,10,1.0,1.0
torch-cuda,2,2,13;28;16;58;29;24;8;62;51;55;21;61;43;0;48;14,16,526064,482495,10,1.0,1.0
torch-cuda,2,3,9;20;49;54;6;52;50;56;38;34;10;26;53;18;22;30,16,522958,478240,10,1.0,1.0
