engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,4,64,548506,8090923,8090923,11645562,5495.655769983449,10,1.0,1.0
torch-cuda,1,4,64,531394,541893,541893,3633195,17615.34957523612,10,1.0,1.0
torch-cuda,2,4,64,526064,567332,567332,3665797,17458.686337514053,10,1.0,1.0
