run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,recall_at_10,recall_target_passed
0,64,64,29936,33205,35052,2731685,23428.76283319636,1,true
1,64,64,29164,31366,37972,2622543,24403.79433244755,1,true
2,64,64,28914,30815,33199,2593561,24676.496909075977,1,true
