engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,64,64,654422,670757,696826,46207695,1385.0506933964136,1,1.0,
torch-cuda,1,64,64,653841,665899,694392,46081496,1388.843799689142,1,1.0,
torch-cuda,2,64,64,653681,676985,804888,46325011,1381.543115014047,1,1.0,
