engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cuda,0,313,5000,321543,353200,365268,250775627,19938.141755697812,10,1.0,1.0
torch-cuda,1,313,5000,338297,351387,363135,247515004,20200.79558490119,10,1.0,1.0
torch-cuda,2,313,5000,324216,348112,361272,238728059,20944.333150214236,10,1.0,1.0
