comparison,engine,E,metric,n,ratio,lo,hi,per_block
heater_on/off,gpu-predicate,100,p95,5,1.0606584520138698,1.0073132436280154,1.0703295338668348,"[1.061, 1.07, 1.007, 1.065, 1.042]"
heater_on/off,gpu-predicate,100,sel,5,1.000480584390619,0.998749710581153,1.0006458343683242,"[1.001, 0.999, 0.999, 1.001, 1.0]"
heater_on/off,gpu-predicate,100,score,5,0.9970887918486171,0.9906291834002676,1.0,"[1.0, 0.997, 0.991, 0.997, 0.997]"
heater_on/off,gpu-predicate,1000,p50,5,1.0730673465678506,1.0590969696091361,1.2798586490849133,"[1.059, 1.067, 1.28, 1.073, 1.081]"
heater_on/off,gpu-predicate,1000,p95,5,1.0718347751437958,1.0480959559855707,1.122367264818268,"[1.048, 1.068, 1.105, 1.072, 1.122]"
heater_on/off,gpu-predicate,1000,sel,5,0.9998095419483859,0.9976518255904968,1.0008825715347456,"[1.0, 0.998, 1.001, 1.0, 1.0]"
heater_on/off,gpu-predicate,1000,score,5,1.0,0.9986091794158554,1.016839378238342,"[1.0, 0.999, 1.017, 1.0, 0.999]"
heater_on/off,gpu-predicate,3000,p50,5,1.0660623959948898,1.0242935042269317,1.0718275545023817,"[1.069, 1.066, 1.049, 1.072, 1.024]"
heater_on/off,gpu-predicate,3000,p95,5,1.0712746031377465,1.049244746946014,1.0760590869792692,"[1.074, 1.069, 1.049, 1.076, 1.071]"
heater_on/off,gpu-predicate,3000,sel,5,0.9998146689524162,0.9978969014347806,1.0005893330714075,"[0.998, 0.998, 1.0, 1.001, 1.001]"
heater_on/off,gpu-predicate,3000,score,5,1.0012674271229405,0.9975429975429975,1.0166865315852205,"[0.998, 1.0, 1.017, 1.001, 1.001]"
heater_on/off,gpu-predicate,10000,p50,5,1.0694572354829863,1.0684574116717394,1.371370583998023,"[1.069, 1.069, 1.371, 1.068, 1.083]"
heater_on/off,gpu-predicate,10000,p95,5,1.0762216248330874,1.0687512553063676,1.253382730005587,"[1.076, 1.077, 1.253, 1.073, 1.069]"
heater_on/off,gpu-predicate,10000,sel,5,1.0011884388667047,0.9993270201413258,1.0060067051592476,"[1.001, 1.006, 1.005, 1.001, 0.999]"
heater_on/off,gpu-predicate,10000,score,5,1.0,0.9979939819458374,1.0104662226450998,"[1.0, 1.002, 1.01, 0.998, 0.999]"
heater_on/off,gpu-predicate,30000,p50,5,1.0661300748633915,1.0327749627232437,1.1592564794508515,"[1.06, 1.066, 1.159, 1.067, 1.033]"
heater_on/off,gpu-predicate,30000,p95,5,1.0949383820270264,1.0114546047204909,1.1700308127952515,"[1.095, 1.14, 1.17, 1.07, 1.011]"
heater_on/off,gpu-predicate,30000,sel,5,1.0032410135533294,0.9997086105580106,1.0040854320732275,"[1.003, 1.001, 1.0, 1.004, 1.004]"
heater_on/off,gpu-predicate,30000,score,5,1.0340236686390534,1.029367469879518,1.0930064888248017,"[1.031, 1.034, 1.093, 1.029, 1.049]"
rows/cpu heater=0,gpu-rows,100,p50,5,12.032139951179818,10.88979591836735,13.135042081101759,"[13.135, 12.032, 12.729, 11.381, 10.89]"
rows/predicate heater=0,gpu-rows,100,p50,5,0.12687563588706402,0.10712759201079909,0.1935739983146749,"[0.127, 0.107, 0.145, 0.111, 0.194]"
rows/cpu heater=0,gpu-rows,100,p95,5,11.37216046399227,10.487460815047022,12.216851265822786,"[12.074, 11.372, 12.217, 10.795, 10.487]"
rows/predicate heater=0,gpu-rows,100,p95,5,0.13172039785475181,0.11237919201037394,0.2021556013003702,"[0.132, 0.112, 0.147, 0.116, 0.202]"
rows/cpu heater=1,gpu-rows,100,p50,5,11.29286289240676,10.533967704728951,14.261150442477874,"[12.112, 11.293, 14.261, 11.178, 10.534]"
rows/predicate heater=1,gpu-rows,100,p50,5,0.11394303534636509,0.09505328164575189,0.18203117447922115,"[0.114, 0.095, 0.169, 0.099, 0.182]"
rows/cpu heater=1,gpu-rows,100,p95,5,23.65540963101939,16.111464304325175,24.84944178628389,"[23.655, 22.884, 24.849, 24.004, 16.111]"
rows/predicate heater=1,gpu-rows,100,p95,5,0.2567229281458598,0.21357763285013376,0.29896399811249236,"[0.257, 0.214, 0.294, 0.236, 0.299]"
rows/cpu heater=0,gpu-rows,1000,p50,5,2.5723030480902267,2.36287141730213,2.7090203813280733,"[2.572, 2.413, 2.709, 2.363, 2.595]"
rows/predicate heater=0,gpu-rows,1000,p50,5,0.14819108901803354,0.13095636066049116,0.28417557737429233,"[0.148, 0.131, 0.216, 0.137, 0.284]"
rows/cpu heater=0,gpu-rows,1000,p95,5,2.3597119698943403,2.264345647592158,2.9868547892384547,"[2.36, 2.302, 2.654, 2.264, 2.987]"
rows/predicate heater=0,gpu-rows,1000,p95,5,0.15385468349293754,0.13545138257392347,0.33880125806669653,"[0.154, 0.135, 0.192, 0.142, 0.339]"
rows/cpu heater=1,gpu-rows,1000,p50,5,2.500239696298312,2.283574057730805,2.551404593639576,"[2.544, 2.284, 2.5, 2.296, 2.551]"
rows/predicate heater=1,gpu-rows,1000,p50,5,0.1401399175546927,0.11916585697356373,0.27101367271621724,"[0.14, 0.119, 0.158, 0.124, 0.271]"
rows/cpu heater=1,gpu-rows,1000,p95,5,4.0121282605083906,3.952069927901388,4.190002789177989,"[4.17, 3.952, 3.977, 4.19, 4.012]"
rows/predicate heater=1,gpu-rows,1000,p95,5,0.2552634007657902,0.2254353409152469,0.4277611665344065,"[0.255, 0.225, 0.266, 0.245, 0.428]"
rows/cpu heater=0,gpu-rows,3000,p50,5,1.3398956553162336,1.2572954014029618,2.370672759634422,"[1.34, 1.257, 2.371, 1.265, 1.768]"
rows/predicate heater=0,gpu-rows,3000,p50,5,0.21500467514393887,0.19010955597773052,0.620445831704553,"[0.215, 0.19, 0.403, 0.2, 0.62]"
rows/cpu heater=0,gpu-rows,3000,p95,5,1.301413700420249,1.2583000403181468,2.2679428915407978,"[1.298, 1.258, 2.268, 1.301, 1.756]"
rows/predicate heater=0,gpu-rows,3000,p95,5,0.22909788440556744,0.1996503667311034,0.6267646922237443,"[0.229, 0.2, 0.408, 0.217, 0.627]"
rows/cpu heater=1,gpu-rows,3000,p50,5,1.2567755775049225,1.1844097165614738,1.4339966153510209,"[1.275, 1.257, 1.19, 1.184, 1.434]"
rows/predicate heater=1,gpu-rows,3000,p50,5,0.1983648657507986,0.1735784145191477,0.5063027761126713,"[0.198, 0.174, 0.209, 0.179, 0.506]"
rows/cpu heater=1,gpu-rows,3000,p95,5,1.582112358893373,1.3925160573503743,2.217798559749417,"[1.546, 2.218, 1.393, 1.582, 1.869]"
rows/predicate heater=1,gpu-rows,3000,p95,5,0.3198314177090168,0.24873074274968768,0.6425026054884139,"[0.265, 0.322, 0.32, 0.249, 0.643]"
rows/cpu heater=0,gpu-rows,10000,p50,5,0.28737131591745757,0.2791998443704577,0.47715145208459303,"[0.287, 0.286, 0.381, 0.279, 0.477]"
rows/predicate heater=0,gpu-rows,10000,p50,5,0.5144592294877982,0.43332531389141676,1.5452404815669036,"[0.514, 0.433, 0.68, 0.464, 1.545]"
rows/cpu heater=0,gpu-rows,10000,p95,5,0.26849508432010744,0.26256663836762223,0.3757781976012878,"[0.269, 0.268, 0.263, 0.263, 0.376]"
rows/predicate heater=0,gpu-rows,10000,p95,5,0.5299866469802764,0.4424577384420716,1.544872488137639,"[0.53, 0.442, 0.625, 0.472, 1.545]"
rows/cpu heater=1,gpu-rows,10000,p50,5,0.27694463952051745,0.26779358841833445,0.3702205385758316,"[0.268, 0.277, 0.37, 0.269, 0.305]"
rows/predicate heater=1,gpu-rows,10000,p50,5,0.4531433370660694,0.4043673184008246,0.9113361094954008,"[0.453, 0.404, 0.462, 0.412, 0.911]"
rows/cpu heater=1,gpu-rows,10000,p95,5,0.30965699512920014,0.29087989653283397,0.39276665896551316,"[0.31, 0.301, 0.393, 0.291, 0.335]"
rows/predicate heater=1,gpu-rows,10000,p95,5,0.5224847782181548,0.46885197286661695,1.000629263472616,"[0.575, 0.469, 0.522, 0.478, 1.001]"
rows/cpu heater=0,gpu-rows,30000,p50,5,0.16152042979861328,0.14422469450256595,0.3713554746604715,"[0.162, 0.15, 0.329, 0.144, 0.371]"
rows/predicate heater=0,gpu-rows,30000,p50,5,0.8848342324685662,0.8223174324115764,2.14369216941988,"[0.885, 0.822, 1.305, 0.837, 2.144]"
rows/cpu heater=0,gpu-rows,30000,p95,5,0.16188296341521838,0.1454779566264983,0.35290353582402345,"[0.162, 0.15, 0.329, 0.145, 0.353]"
rows/predicate heater=0,gpu-rows,30000,p95,5,0.8896075571789235,0.8261326149109303,2.106181966764048,"[0.89, 0.826, 1.323, 0.842, 2.106]"
rows/cpu heater=1,gpu-rows,30000,p50,5,0.163569842015152,0.14293752860278344,0.2479582180465231,"[0.143, 0.164, 0.182, 0.155, 0.248]"
rows/predicate heater=1,gpu-rows,30000,p50,5,0.846109518405923,0.6430754565976331,1.4390680039176553,"[0.892, 0.838, 0.643, 0.846, 1.439]"
rows/cpu heater=1,gpu-rows,30000,p95,5,0.1727985441930438,0.16312269680369182,0.24375199693432661,"[0.163, 0.173, 0.175, 0.169, 0.244]"
rows/predicate heater=1,gpu-rows,30000,p95,5,0.9187316408572012,0.6775652574129487,1.4589936362783575,"[1.011, 0.825, 0.678, 0.919, 1.459]"
