engine,run,batch_index,query_indices,query_count,completed_ns,device_resident_ns,k,recall_at_k,recall_at_10
faiss-flat,0,0,13,1,28013,,10,1.0,1.0
faiss-flat,0,1,11,1,30237,,10,1.0,1.0
faiss-flat,0,2,19,1,29595,,10,1.0,1.0
faiss-flat,0,3,46,1,33052,,10,1.0,1.0
faiss-flat,0,4,37,1,28814,,10,1.0,1.0
faiss-flat,0,5,27,1,28633,,10,1.0,1.0
faiss-flat,0,6,7,1,29415,,10,1.0,1.0
faiss-flat,0,7,15,1,28192,,10,1.0,1.0
faiss-flat,0,8,41,1,28603,,10,1.0,1.0
faiss-flat,0,9,50,1,28193,,10,1.0,1.0
faiss-flat,0,10,24,1,27371,,10,1.0,1.0
faiss-flat,0,11,8,1,27952,,10,1.0,1.0
faiss-flat,0,12,17,1,27762,,10,1.0,1.0
faiss-flat,0,13,23,1,27781,,10,1.0,1.0
faiss-flat,0,14,60,1,28153,,10,1.0,1.0
faiss-flat,0,15,49,1,26981,,10,1.0,1.0
faiss-flat,0,16,22,1,30518,,10,1.0,1.0
faiss-flat,0,17,25,1,28163,,10,1.0,1.0
faiss-flat,0,18,3,1,28073,,10,1.0,1.0
faiss-flat,0,19,16,1,27391,,10,1.0,1.0
faiss-flat,0,20,34,1,27161,,10,1.0,1.0
faiss-flat,0,21,31,1,29165,,10,1.0,1.0
faiss-flat,0,22,9,1,27502,,10,1.0,1.0
faiss-flat,0,23,12,1,27502,,10,1.0,1.0
faiss-flat,0,24,14,1,27221,,10,1.0,1.0
faiss-flat,0,25,2,1,26780,,10,1.0,1.0
faiss-flat,0,26,29,1,27081,,10,1.0,1.0
faiss-flat,0,27,30,1,28493,,10,1.0,1.0
faiss-flat,0,28,33,1,27461,,10,1.0,1.0
faiss-flat,0,29,53,1,27732,,10,1.0,1.0
faiss-flat,0,30,44,1,34634,,10,1.0,1.0
faiss-flat,0,31,35,1,27442,,10,1.0,1.0
faiss-flat,0,32,43,1,27922,,10,1.0,1.0
faiss-flat,0,33,55,1,27701,,10,1.0,1.0
faiss-flat,0,34,21,1,27611,,10,1.0,1.0
faiss-flat,0,35,39,1,27240,,10,1.0,1.0
faiss-flat,0,36,1,1,34564,,10,1.0,1.0
faiss-flat,0,37,56,1,27551,,10,1.0,1.0
faiss-flat,0,38,32,1,27010,,10,1.0,1.0
faiss-flat,0,39,45,1,26890,,10,1.0,1.0
faiss-flat,0,40,54,1,26810,,10,1.0,1.0
faiss-flat,0,41,18,1,27241,,10,1.0,1.0
faiss-flat,0,42,10,1,27271,,10,1.0,1.0
faiss-flat,0,43,51,1,27181,,10,1.0,1.0
faiss-flat,0,44,0,1,26620,,10,1.0,1.0
faiss-flat,0,45,47,1,27101,,10,1.0,1.0
faiss-flat,0,46,5,1,27561,,10,1.0,1.0
faiss-flat,0,47,63,1,27201,,10,1.0,1.0
faiss-flat,0,48,38,1,30307,,10,1.0,1.0
faiss-flat,0,49,48,1,27882,,10,1.0,1.0
faiss-flat,0,50,52,1,26991,,10,1.0,1.0
faiss-flat,0,51,20,1,26941,,10,1.0,1.0
faiss-flat,0,52,58,1,28995,,10,1.0,1.0
faiss-flat,0,53,61,1,26880,,10,1.0,1.0
faiss-flat,0,54,6,1,27071,,10,1.0,1.0
faiss-flat,0,55,59,1,27832,,10,1.0,1.0
faiss-flat,0,56,57,1,26911,,10,1.0,1.0
faiss-flat,0,57,62,1,26760,,10,1.0,1.0
faiss-flat,0,58,40,1,27201,,10,1.0,1.0
faiss-flat,0,59,28,1,26920,,10,1.0,1.0
faiss-flat,0,60,42,1,27792,,10,1.0,1.0
faiss-flat,0,61,26,1,27662,,10,1.0,1.0
faiss-flat,0,62,36,1,26960,,10,1.0,1.0
faiss-flat,0,63,4,1,27221,,10,1.0,1.0
faiss-flat,1,0,16,1,28894,,10,1.0,1.0
faiss-flat,1,1,14,1,28834,,10,1.0,1.0
faiss-flat,1,2,4,1,28804,,10,1.0,1.0
faiss-flat,1,3,36,1,32831,,10,1.0,1.0
faiss-flat,1,4,26,1,27351,,10,1.0,1.0
faiss-flat,1,5,30,1,27762,,10,1.0,1.0
faiss-flat,1,6,3,1,27541,,10,1.0,1.0
faiss-flat,1,7,32,1,26780,,10,1.0,1.0
faiss-flat,1,8,15,1,27011,,10,1.0,1.0
faiss-flat,1,9,10,1,26840,,10,1.0,1.0
faiss-flat,1,10,38,1,26770,,10,1.0,1.0
faiss-flat,1,11,24,1,27101,,10,1.0,1.0
faiss-flat,1,12,59,1,27322,,10,1.0,1.0
faiss-flat,1,13,54,1,30126,,10,1.0,1.0
faiss-flat,1,14,2,1,26790,,10,1.0,1.0
faiss-flat,1,15,34,1,27712,,10,1.0,1.0
faiss-flat,1,16,0,1,26710,,10,1.0,1.0
faiss-flat,1,17,50,1,26851,,10,1.0,1.0
faiss-flat,1,18,29,1,26840,,10,1.0,1.0
faiss-flat,1,19,13,1,27362,,10,1.0,1.0
faiss-flat,1,20,52,1,28062,,10,1.0,1.0
faiss-flat,1,21,55,1,26690,,10,1.0,1.0
faiss-flat,1,22,18,1,27050,,10,1.0,1.0
faiss-flat,1,23,31,1,27271,,10,1.0,1.0
faiss-flat,1,24,12,1,26690,,10,1.0,1.0
faiss-flat,1,25,7,1,27020,,10,1.0,1.0
faiss-flat,1,26,40,1,26670,,10,1.0,1.0
faiss-flat,1,27,35,1,27672,,10,1.0,1.0
faiss-flat,1,28,22,1,26640,,10,1.0,1.0
faiss-flat,1,29,27,1,27251,,10,1.0,1.0
faiss-flat,1,30,6,1,26920,,10,1.0,1.0
faiss-flat,1,31,57,1,27271,,10,1.0,1.0
faiss-flat,1,32,8,1,28072,,10,1.0,1.0
faiss-flat,1,33,42,1,26920,,10,1.0,1.0
faiss-flat,1,34,1,1,27051,,10,1.0,1.0
faiss-flat,1,35,61,1,27221,,10,1.0,1.0
faiss-flat,1,36,62,1,63038,,10,1.0,1.0
faiss-flat,1,37,11,1,30146,,10,1.0,1.0
faiss-flat,1,38,20,1,27512,,10,1.0,1.0
faiss-flat,1,39,45,1,27201,,10,1.0,1.0
faiss-flat,1,40,5,1,26700,,10,1.0,1.0
faiss-flat,1,41,46,1,27371,,10,1.0,1.0
faiss-flat,1,42,56,1,27271,,10,1.0,1.0
faiss-flat,1,43,41,1,27161,,10,1.0,1.0
faiss-flat,1,44,44,1,26921,,10,1.0,1.0
faiss-flat,1,45,58,1,27221,,10,1.0,1.0
