engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
numpy,0,64,64,20398,23023,36358,3492231,18326.393643490366,10,1.0,1.0
numpy,1,64,64,20118,21831,25528,3378670,18942.36489506226,10,1.0,1.0
numpy,2,64,64,19877,21370,25808,3327033,19236.35864146824,10,1.0,1.0
