run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,23725611,24495036,25258180,1520144515,42.101260352868486,10,1,1,true
1,64,64,23771761,24580013,25235096,1525534333,41.95251369672059,10,1,1,true
2,64,64,23875416,24697139,25263108,1533603000,41.731791082829126,10,1,1,true
