run,batches,queries,p50_batch_ns,p95_batch_ns,p99_batch_ns,wall_ns,qps,k,recall_at_k,recall_at_10,recall_target_passed
0,64,64,143291,233231,337540,11752485,5445.656812155046,10,1,1,true
1,64,64,140747,158153,262154,11431542,5598.544798243317,10,1,1,true
2,64,64,140835,148516,225328,11157250,5736.180510430438,10,1,1,true
