engine,run,batches,queries,p50_completed_ns,p95_completed_ns,p99_completed_ns,wall_ns,qps,k,recall_at_k,recall_at_10
torch-cpu,0,1,64,17186458,17186458,17186458,19028834,3363.3169536294236,10,1.0,1.0
torch-cpu,1,1,64,12037133,12037133,12037133,13834128,4626.24026610134,10,1.0,1.0
torch-cpu,2,1,64,12028660,12028660,12028660,13952817,4586.887364752221,10,1.0,1.0
