run,batch_index,query_indices,query_count,batch_latency_ns,recall_at_10,result_ids
2,16,41,1,337912,1.0,"[[""926"", ""32"", ""16"", ""520"", ""124"", ""280"", ""195"", ""121"", ""471"", ""953""]]"
2,17,4,1,333554,1.0,"[[""826"", ""514"", ""181"", ""336"", ""347"", ""362"", ""474"", ""524"", ""156"", ""465""]]"
2,18,11,1,330509,1.0,"[[""326"", ""872"", ""115"", ""487"", ""273"", ""372"", ""430"", ""270"", ""988"", ""992""]]"
2,19,23,1,330167,1.0,"[[""299"", ""847"", ""184"", ""48"", ""946"", ""436"", ""587"", ""722"", ""63"", ""809""]]"
2,20,36,1,328655,1.0,"[[""391"", ""381"", ""86"", ""504"", ""656"", ""469"", ""770"", ""539"", ""562"", ""802""]]"
2,21,44,1,328826,1.0,"[[""725"", ""632"", ""509"", ""869"", ""990"", ""882"", ""364"", ""486"", ""375"", ""170""]]"
2,22,35,1,334917,1.0,"[[""893"", ""795"", ""504"", ""750"", ""572"", ""240"", ""166"", ""161"", ""555"", ""859""]]"
2,23,39,1,335377,1.0,"[[""356"", ""497"", ""330"", ""924"", ""12"", ""441"", ""158"", ""692"", ""323"", ""470""]]"
2,24,1,1,342460,1.0,"[[""625"", ""653"", ""689"", ""314"", ""155"", ""683"", ""628"", ""560"", ""680"", ""455""]]"
2,25,2,1,329166,1.0,"[[""108"", ""567"", ""935"", ""821"", ""699"", ""500"", ""937"", ""356"", ""329"", ""927""]]"
2,26,32,1,337361,1.0,"[[""858"", ""335"", ""402"", ""301"", ""758"", ""765"", ""209"", ""596"", ""946"", ""549""]]"
2,27,60,1,336088,1.0,"[[""389"", ""399"", ""334"", ""363"", ""414"", ""35"", ""401"", ""532"", ""193"", ""207""]]"
2,28,42,1,338543,1.0,"[[""669"", ""839"", ""417"", ""31"", ""564"", ""380"", ""531"", ""900"", ""300"", ""214""]]"
2,29,47,1,330037,1.0,"[[""451"", ""867"", ""383"", ""111"", ""362"", ""108"", ""653"", ""481"", ""127"", ""924""]]"
2,30,33,1,327973,1.0,"[[""794"", ""881"", ""703"", ""66"", ""950"", ""783"", ""706"", ""430"", ""653"", ""179""]]"
2,31,63,1,332051,1.0,"[[""878"", ""594"", ""782"", ""9"", ""84"", ""761"", ""621"", ""372"", ""94"", ""355""]]"
2,32,13,1,331871,1.0,"[[""328"", ""411"", ""104"", ""546"", ""765"", ""809"", ""117"", ""853"", ""783"", ""820""]]"
2,33,28,1,324888,1.0,"[[""606"", ""683"", ""722"", ""309"", ""231"", ""748"", ""861"", ""369"", ""585"", ""979""]]"
2,34,16,1,331400,1.0,"[[""309"", ""916"", ""187"", ""490"", ""10"", ""935"", ""29"", ""510"", ""619"", ""441""]]"
2,35,58,1,332973,1.0,"[[""102"", ""129"", ""971"", ""746"", ""452"", ""660"", ""322"", ""740"", ""197"", ""979""]]"
2,36,29,1,327111,1.0,"[[""540"", ""13"", ""242"", ""0"", ""527"", ""517"", ""324"", ""637"", ""713"", ""225""]]"
2,37,24,1,331340,1.0,"[[""134"", ""355"", ""860"", ""389"", ""167"", ""809"", ""305"", ""185"", ""358"", ""400""]]"
2,38,8,1,328274,1.0,"[[""225"", ""795"", ""753"", ""171"", ""564"", ""995"", ""347"", ""239"", ""298"", ""596""]]"
2,39,62,1,325929,1.0,"[[""699"", ""896"", ""944"", ""51"", ""892"", ""875"", ""70"", ""118"", ""558"", ""687""]]"
2,40,51,1,331210,1.0,"[[""794"", ""739"", ""711"", ""824"", ""671"", ""890"", ""718"", ""134"", ""620"", ""435""]]"
2,41,55,1,325288,1.0,"[[""621"", ""486"", ""10"", ""859"", ""410"", ""625"", ""450"", ""128"", ""411"", ""328""]]"
2,42,21,1,328975,1.0,"[[""201"", ""788"", ""895"", ""911"", ""403"", ""772"", ""17"", ""517"", ""342"", ""351""]]"
2,43,61,1,332782,1.0,"[[""490"", ""978"", ""302"", ""147"", ""503"", ""87"", ""60"", ""709"", ""501"", ""481""]]"
2,44,43,1,339125,1.0,"[[""468"", ""74"", ""961"", ""139"", ""65"", ""599"", ""660"", ""102"", ""830"", ""57""]]"
2,45,0,1,330579,1.0,"[[""164"", ""633"", ""144"", ""547"", ""173"", ""917"", ""608"", ""58"", ""438"", ""163""]]"
2,46,48,1,327192,1.0,"[[""401"", ""169"", ""534"", ""11"", ""413"", ""349"", ""363"", ""94"", ""320"", ""73""]]"
2,47,14,1,338563,1.0,"[[""553"", ""995"", ""994"", ""734"", ""716"", ""846"", ""845"", ""280"", ""459"", ""334""]]"
2,48,9,1,336059,1.0,"[[""772"", ""104"", ""678"", ""417"", ""840"", ""658"", ""231"", ""241"", ""906"", ""498""]]"
2,49,20,1,323836,1.0,"[[""171"", ""681"", ""230"", ""951"", ""344"", ""875"", ""586"", ""408"", ""158"", ""622""]]"
2,50,49,1,330738,1.0,"[[""232"", ""913"", ""502"", ""22"", ""763"", ""478"", ""328"", ""970"", ""536"", ""452""]]"
2,51,54,1,327723,1.0,"[[""239"", ""228"", ""936"", ""998"", ""695"", ""793"", ""188"", ""676"", ""112"", ""952""]]"
2,52,6,1,330879,1.0,"[[""612"", ""762"", ""856"", ""681"", ""32"", ""415"", ""256"", ""578"", ""139"", ""652""]]"
2,53,52,1,334105,1.0,"[[""359"", ""695"", ""254"", ""659"", ""217"", ""944"", ""153"", ""134"", ""911"", ""143""]]"
